,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,18.285714285714285,,,3.0,14.0,[39 32 52 41 40 54 40 50 44 41 42 44 43 46  0  0  0  0  0  0  0],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa', 'Alberto Duport', 'Fjodor Kowalski', 'Anne Olwada']",Role 1,,Create Purchase Requisition
1,,17.470588235294116,,,13.0,17.0,"[ 18  16  93  17  17  18  99 115  16  13  16  23  17  14  16  18  18   0
   0   0   0]","['Nico Ojenbeer', 'Immanuel Karagianni', 'Heinz Gutschmidt', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Maris Freeman', 'Francis Odell', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa', 'Alberto Duport', 'Fjodor Kowalski', 'Anne Olwada']",Role 2,,Create Request for Quotation
2,,22.333333333333332,,,1.0,3.0,"[376 367 364   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 3,,Analyze Request for Quotation
3,,13.666666666666666,,,15.0,3.0,"[124 133 125   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 4,,Analyze Purchase Requisition
4,,22.333333333333332,,,17.0,3.0,"[129 128 156   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,"[149 120 144   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 6,,Create Quotation comparison Map
6,,18.285714285714285,,,9.0,14.0,[33 27 23 30 32 37 25 32 29 26 29 34 30 26  0  0  0  0  0  0  0],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa', 'Alberto Duport', 'Fjodor Kowalski', 'Anne Olwada']",Role 7,,Analyze Quotation Comparison Map
7,,18.285714285714285,,,6.0,14.0,[32 35 28 35 27 29 29 18 27 28 35 26 37 27  0  0  0  0  0  0  0],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa', 'Alberto Duport', 'Fjodor Kowalski', 'Anne Olwada']",Role 8,,Choose best option
8,,22.333333333333332,,,0.0,3.0,"[144 144 125   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 9,,Settle Conditions With Supplier
9,,22.333333333333332,,,5.0,3.0,"[148 127 138   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 10,,Create Purchase Order
10,,13.0,,,16.0,5.0,"[102  65  79  74  93   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 11,,Confirm Purchase Order
11,,13.0,,,14.0,5.0,[90 85 74 81 83  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 12,,Deliver Goods Services
12,,18.285714285714285,,,20.0,14.0,[34 38 25 33 31 36 35 30 24 33 30 28 30 32  0  0  0  0  0  0  0],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa', 'Alberto Duport', 'Fjodor Kowalski', 'Anne Olwada']",Role 13,,Release Purchase Order
13,,22.333333333333332,,,19.0,3.0,"[138 133 142   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 14,,Approve Purchase Order for payment
14,,13.0,,,12.0,5.0,"[116  80  71  63  83   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 15,,Send Invoice
15,,20.5,,,4.0,2.0,"[201 202   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Release Supplier's Invoice
16,,20.5,,,11.0,2.0,"[197 216   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Authorize Supplier's Invoice payment
17,,20.5,,,18.0,2.0,"[197 216   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]","['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Pay Invoice
18,,21.6,,,2.0,5.0,[ 5 33 14 47  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Magdalena Predutta', 'Karalda Nimwada', 'Francois de Perrier', 'Pedro Alvares', 'Karel de Groot']",Role 19,,Settle Dispute With Supplier
19,,17.470588235294116,,,10.0,17.0,[38 43 19 21 37 32 19 11 22 31 40 36 47 40 40 37 50  0  0  0  0],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Heinz Gutschmidt', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Maris Freeman', 'Francis Odell', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa', 'Alberto Duport', 'Fjodor Kowalski', 'Anne Olwada']",Role 20,,Amend Request for Quotation
