,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,25.0,,,3.0,5.0,[50 54 52 46 44],"['Christian Francois', 'Tesca Lobes', 'Anna Kaufmann', 'Anne Olwada', 'Esmana Liubiata']",Role 1,,Create Purchase Requisition
1,,12.2,,,13.0,5.0,[ 23  18  93  99 115],"['Esmana Liubiata', 'Clement Duchot', 'Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 2,,Create Request for Quotation
2,,22.333333333333332,,,1.0,3.0,[376 367 364   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 3,,Analyze Request for Quotation
3,,13.666666666666666,,,15.0,3.0,[124 133 125   0   0],"['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 4,,Analyze Purchase Requisition
4,,22.333333333333332,,,17.0,3.0,[129 128 156   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,[149 120 144   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 6,,Create Quotation comparison Map
6,,18.8,,,9.0,5.0,[33 32 37 34 32],"['Nico Ojenbeer', 'Christian Francois', 'Tesca Lobes', 'Alberto Duport', 'Clement Duchot']",Role 7,,Analyze Quotation Comparison Map
7,,17.8,,,6.0,5.0,[32 35 35 35 37],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Kim Passa', 'Penn Osterwalder', 'Fjodor Kowalski']",Role 8,,Choose best option
8,,22.333333333333332,,,0.0,3.0,[144 144 125   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 9,,Settle Conditions With Supplier
9,,22.333333333333332,,,5.0,3.0,[148 127 138   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 10,,Create Purchase Order
10,,13.0,,,16.0,5.0,[102  65  79  74  93],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 11,,Confirm Purchase Order
11,,13.0,,,14.0,5.0,[90 85 74 81 83],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 12,,Deliver Goods Services
12,,16.6,,,20.0,5.0,[34 38 36 33 35],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Tesca Lobes', 'Penn Osterwalder', 'Elvira Lores']",Role 13,,Release Purchase Order
13,,22.333333333333332,,,19.0,3.0,[138 133 142   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 14,,Approve Purchase Order for payment
14,,13.0,,,12.0,5.0,[116  80  71  63  83],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 15,,Send Invoice
15,,20.5,,,4.0,2.0,[201 202   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Release Supplier's Invoice
16,,20.5,,,11.0,2.0,[197 216   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Authorize Supplier's Invoice payment
17,,20.5,,,18.0,2.0,[197 216   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Pay Invoice
18,,21.6,,,2.0,5.0,[ 5 33 14 47  7],"['Magdalena Predutta', 'Karalda Nimwada', 'Francois de Perrier', 'Pedro Alvares', 'Karel de Groot']",Role 19,,Settle Dispute With Supplier
19,,18.8,,,10.0,5.0,[50 43 47 40 40],"['Anne Olwada', 'Immanuel Karagianni', 'Miu Hanwan', 'Christian Francois', 'Kim Passa']",Role 20,,Amend Request for Quotation
20,,11.4,,,8.0,5.0,[2 2 2 1 1],"['Miu Hanwan', 'Immanuel Karagianni', 'Kim Passa', 'Clement Duchot', 'Elvira Lores']",Role 21,,Amend Purchase Requisition
0,,25.0,24.0,161280.0,,,,Christian Francois,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,25.0,28.0,162300.0,,,,Tesca Lobes,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,25.0,29.0,151680.0,,,,Anna Kaufmann,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
