,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,30.0,,,-1.0,1.0,[225   0   0   0   0],['ID4618'],Role 1,,Role_1,,Turning Rework
1,,21.2,,,4.0,5.0,[165 127 166 119 178],"['ID4529', 'ID4429', 'ID4932', 'ID4641', 'ID4794']",Role 2,,Role_2,,Turning & Milling
2,,11.2,,,9.0,5.0,[ 1 29  4  1 20],"['ID4163', 'ID4287', 'ID4493', 'ID0937', 'ID4618']",Role 3,,Role_3,,Turning Q.C.
3,,12.2,,,3.0,5.0,[ 11  60   9 143  11],"['ID4872', 'ID4882', 'ID4718', 'ID0998', 'ID4445']",Role 4,,Role_4,,Laser Marking
4,,11.2,,,10.0,5.0,[192 105  82   1 170],"['ID4163', 'ID4287', 'ID4493', 'ID0937', 'ID4618']",Role 5,,Role_5,,Final Inspection Q.C.
5,,14.25,,,11.0,4.0,[234   1  25  17   0],"['ID4820', 'ID4493', 'ID4491', 'ID4291']",Role 6,,Role_6,,Packing
6,,16.4,,,12.0,5.0,[115  80 160 115 145],"['ID4355', 'ID4872', 'ID4385', 'ID4528', 'ID4445']",Role 7,,Role_7,,Round Grinding
7,,13.2,,,21.0,5.0,[ 87 142  69 215   4],"['ID4163', 'ID4287', 'ID4493', 'ID4618', 'ID0420']",Role 8,,Role_8,,Turning & Milling Q.C.
8,,11.8,,,5.0,5.0,[148  10 185   6   9],"['ID4882', 'ID4528', 'ID0998', 'ID0420', 'ID4872']",Role 9,,Role_9,,Lapping
9,,11.8,,,0.0,5.0,[44 58  3  2  4],"['ID4882', 'ID0998', 'ID4872', 'ID0420', 'ID4528']",Role 10,,Role_10,,Flat Grinding
10,,16.4,,,2.0,5.0,[10  2 42  3 39],"['ID4882', 'ID4385', 'ID4528', 'ID4355', 'ID4872']",Role 11,,Role_11,,Grinding Rework
11,,8.0,,,1.0,1.0,[3 0 0 0 0],['ID4932'],Role 12,,Role_12,,SETUP     Turning & Milling
12,,17.0,,,6.0,5.0,[ 7  1  5 12  9],"['ID3846', 'ID4287', 'ID4932', 'ID4641', 'ID4132']",Role 13,,Role_13,,Turn & Mill. & Screw Assem
13,,8.0,,,23.0,1.0,[3 0 0 0 0],['ID4442'],Role 14,,Role_14,,Turning Rework
14,,12.4,,,8.0,5.0,[10 11  1  2  4],"['ID4326', 'ID4162', 'ID0997', 'ID4140', 'ID4873']",Role 15,,Role_15,,Milling
15,,13.333333333333334,,,15.0,3.0,[1 1 2 0 0],"['ID4287', 'ID4493', 'ID4618']",Role 16,,Role_16,,Nitration Q.C.
16,,20.2,,,14.0,5.0,[20 17 11 10 44],"['ID3846', 'ID0997', 'ID4799', 'ID4641', 'ID4219']",Role 17,,Role_17,,Turning
17,,15.0,,,16.0,2.0,[1 2 0 0 0],"['ID4932', 'ID3998']",Role 18,,Role_18,,Stress Relief
18,,16.0,,,18.0,1.0,[2 0 0 0 0],['ID3641'],Role 19,,Role_19,,Rework Milling
19,,12.25,,,22.0,4.0,[2 2 1 1 0],"['ID4445', 'ID4219', 'ID0997', 'ID4528']",Role 20,,Role_20,,Fix
20,,9.5,,,13.0,2.0,[1 1 0 0 0],"['ID4932', 'ID4219']",Role 21,,Role_21,,Setup
21,,15.5,,,19.0,2.0,[2 2 0 0 0],"['ID4890', 'ID4851']",Role 22,,Role_22,,Change Version
22,,5.0,,,20.0,1.0,[1 0 0 0 0],['ID4493'],Role 23,,Role_23,,Final Inspection
