,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,16.0,,,-1.0,1.0,[225],['ID4355'],Role 1,,Round Grinding
1,,2.0,,,21.0,1.0,[234],['ID4820'],Role 2,,Packing
2,,13.0,,,6.0,1.0,[192],['ID4163'],Role 3,,Final Inspection Q.C.
3,,20.0,,,7.0,1.0,[178],['ID4794'],Role 4,,Turning & Milling
4,,30.0,,,9.0,1.0,[215],['ID4618'],Role 5,,Turning & Milling Q.C.
5,,22.0,,,8.0,1.0,[2],['ID3998'],Role 6,,Stress Relief
6,,11.0,,,17.0,1.0,[44],['ID4219'],Role 7,,Turning
7,,5.0,,,19.0,1.0,[29],['ID4287'],Role 8,,Turning Q.C.
8,,7.0,,,18.0,1.0,[143],['ID0998'],Role 9,,Laser Marking
9,,7.0,,,1.0,1.0,[185],['ID0998'],Role 10,,Lapping
10,,8.0,,,13.0,1.0,[42],['ID4528'],Role 11,,Grinding Rework
11,,27.0,,,23.0,1.0,[160],['ID4385'],Role 12,,Round Grinding
12,,2.0,,,4.0,1.0,[11],['ID4162'],Role 13,,Milling
13,,7.0,,,22.0,1.0,[58],['ID0998'],Role 14,,Flat Grinding
14,,5.0,,,0.0,1.0,[1],['ID4493'],Role 15,,Final Inspection
15,,16.0,,,10.0,1.0,[2],['ID3641'],Role 16,,Rework Milling
16,,11.0,,,16.0,1.0,[2],['ID4219'],Role 17,,Fix
17,,8.0,,,3.0,1.0,[3],['ID4442'],Role 18,,Turning Rework
18,,25.0,,,2.0,1.0,[12],['ID4641'],Role 19,,Turn & Mill. & Screw Assem
19,,8.0,,,12.0,1.0,[3],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,8.0,,,14.0,1.0,[1],['ID4932'],Role 21,,Setup
21,,30.0,,,5.0,1.0,[2],['ID4618'],Role 22,,Nitration Q.C.
22,,10.0,,,11.0,1.0,[2],['ID4890'],Role 23,,Change Version
23,,5.0,,,20.0,1.0,[1],['ID4287'],Role 24,,Milling Q.C.
24,,5.0,,,15.0,1.0,[2],['ID4493'],Role 25,,Round  Q.C.
0,,16.0,16.0,1480020.0,,,,ID4355,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,2.0,2.0,842400.0,,,,ID4820,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,13.0,13.0,1813920.0,,,,ID4163,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,20.0,20.0,3986940.0,,,,ID4794,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,30.0,30.0,2404920.0,,,,ID4618,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,22.0,22.0,7200.0,,,,ID3998,Role 6,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,11.0,11.0,1463160.0,,,,ID4219,Role 7,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,5.0,5.0,1973040.0,,,,ID4287,Role 8,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,7.0,7.0,2144400.0,,,,ID0998,Role 9,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,7.0,7.0,2144400.0,,,,ID0998,Role 10,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,8.0,8.0,1985460.0,,,,ID4528,Role 11,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,27.0,27.0,1905420.0,,,,ID4385,Role 12,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,2.0,2.0,164460.0,,,,ID4162,Role 13,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
