,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,22.0,,,-1.0,1.0,[225   0   0   0],['ID4291'],Role 1,,Role_1,,Nitration Q.C.
1,,20.25,,,19.0,4.0,[166 165 178 127],"['ID4932', 'ID4529', 'ID4794', 'ID4429']",Role 2,,Role_2,,Turning & Milling
2,,13.25,,,17.0,4.0,[ 87 142 215  69],"['ID4163', 'ID4287', 'ID4618', 'ID4493']",Role 3,,Role_3,,Turning & Milling Q.C.
3,,13.333333333333334,,,23.0,3.0,[1 1 2 0],"['ID4287', 'ID4493', 'ID4618']",Role 4,,Role_4,,Nitration Q.C.
4,,11.5,,,0.0,4.0,[148 185   9  10],"['ID4882', 'ID0998', 'ID4872', 'ID4528']",Role 5,,Role_5,,Lapping
5,,11.75,,,2.0,4.0,[143  60  11  11],"['ID0998', 'ID4882', 'ID4872', 'ID4445']",Role 6,,Role_6,,Laser Marking
6,,15.0,,,5.0,4.0,[145 115 160 115],"['ID4445', 'ID4528', 'ID4385', 'ID4355']",Role 7,,Role_7,,Round Grinding
7,,13.25,,,16.0,4.0,[192 105 170  82],"['ID4163', 'ID4287', 'ID4618', 'ID4493']",Role 8,,Role_8,,Final Inspection Q.C.
8,,14.25,,,13.0,4.0,[  1  25 234  17],"['ID4493', 'ID4491', 'ID4820', 'ID4291']",Role 9,,Role_9,,Packing
9,,11.5,,,6.0,4.0,[ 4 44  3 58],"['ID4528', 'ID4882', 'ID4872', 'ID0998']",Role 10,,Role_10,,Flat Grinding
10,,12.25,,,11.0,4.0,[1 2 2 1],"['ID0997', 'ID4219', 'ID4445', 'ID4528']",Role 11,,Role_11,,Fix
11,,10.25,,,7.0,4.0,[10 11  2  4],"['ID4326', 'ID4162', 'ID4140', 'ID4873']",Role 12,,Role_12,,Milling
12,,13.75,,,9.0,4.0,[39  3 10 42],"['ID4872', 'ID4355', 'ID4882', 'ID4528']",Role 13,,Role_13,,Grinding Rework
13,,19.0,,,8.0,4.0,[17 20 11 44],"['ID0997', 'ID3846', 'ID4799', 'ID4219']",Role 14,,Role_14,,Turning
14,,10.75,,,4.0,4.0,[20 29  1  4],"['ID4618', 'ID4287', 'ID0937', 'ID4493']",Role 15,,Role_15,,Turning Q.C.
15,,15.0,,,18.0,2.0,[2 1 0 0],"['ID3998', 'ID4932']",Role 16,,Role_16,,Stress Relief
16,,15.5,,,10.0,2.0,[2 2 0 0],"['ID4851', 'ID4890']",Role 17,,Role_17,,Change Version
17,,8.0,,,20.0,1.0,[3 0 0 0],['ID4932'],Role 18,,Role_18,,SETUP     Turning & Milling
18,,9.5,,,12.0,2.0,[1 1 0 0],"['ID4932', 'ID4219']",Role 19,,Role_19,,Setup
