,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,25.8,,,18.0,5.0,[52 54 46 44 50],"['Anna Kaufmann', 'Tesca Lobes', 'Anne Olwada', 'Alberto Duport', 'Christian Francois']",Role 1,,Create Purchase Requisition
1,,17.0,,,14.0,5.0,[ 93  99  23 115  18],"['Heinz Gutschmidt', 'Maris Freeman', 'Esmana Liubiata', 'Francis Odell', 'Anne Olwada']",Role 2,,Create Request for Quotation
2,,22.333333333333332,,,10.0,3.0,[367 364 376   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 3,,Analyze Request for Quotation
3,,13.666666666666666,,,13.0,3.0,[133 125 124   0   0],"['Maris Freeman', 'Francis Odell', 'Heinz Gutschmidt']",Role 4,,Analyze Purchase Requisition
4,,18.4,,,9.0,5.0,[40 47 40 43 50],"['Kim Passa', 'Miu Hanwan', 'Alberto Duport', 'Immanuel Karagianni', 'Anne Olwada']",Role 5,,Amend Request for Quotation
5,,22.333333333333332,,,12.0,3.0,[128 156 129   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 6,,Send Request for Quotation to Supplier
6,,22.333333333333332,,,2.0,3.0,[120 144 149   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 7,,Create Quotation comparison Map
7,,18.8,,,15.0,5.0,[33 37 32 32 34],"['Nico Ojenbeer', 'Tesca Lobes', 'Clement Duchot', 'Christian Francois', 'Alberto Duport']",Role 8,,Analyze Quotation Comparison Map
8,,17.8,,,0.0,5.0,[32 35 37 35 35],"['Nico Ojenbeer', 'Penn Osterwalder', 'Fjodor Kowalski', 'Immanuel Karagianni', 'Kim Passa']",Role 9,,Choose best option
9,,22.333333333333332,,,11.0,3.0,[144 125 144   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 10,,Settle Conditions With Supplier
10,,22.333333333333332,,,20.0,3.0,[127 138 148   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 11,,Create Purchase Order
11,,13.0,,,7.0,5.0,[102  65  79  93  74],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse', 'Sean Manney']",Role 12,,Confirm Purchase Order
