,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,4.0,,,-1.0,1.0,[225   0   0   0   0   0   0   0   0],['ID3854'],Role 1,,Flat Grinding
1,,22.666666666666668,,,17.0,9.0,[111  80  91 119 165 166 116 178 127],"['ID0997', 'ID4132', 'ID3846', 'ID4641', 'ID4529', 'ID4932', 'ID4167', 'ID4794', 'ID4429']",Role 2,,Turning & Milling
2,,16.666666666666668,,,13.0,9.0,[  2 215  69  87   4   1 142   1   1],"['ID0937', 'ID4618', 'ID4493', 'ID4163', 'ID0420', 'ID4529', 'ID4287', 'ID4955', 'ID4167']",Role 3,,Turning & Milling Q.C.
3,,15.11111111111111,,,12.0,9.0,[  2  60  11   2  11   9   7   1 143],"['ID4932', 'ID4882', 'ID4872', 'ID4618', 'ID4445', 'ID4718', 'ID4355', 'ID0997', 'ID0998']",Role 4,,Laser Marking
4,,17.0,,,23.0,7.0,[ 3  2  1  2 58  4 44  0  0],"['ID4872', 'ID4618', 'ID3716', 'ID0420', 'ID0998', 'ID4528', 'ID4882']",Role 5,,Flat Grinding
5,,15.88888888888889,,,20.0,9.0,[115 145  80  17 160  18  80 115  22],"['ID4528', 'ID4445', 'ID4872', 'ID4618', 'ID4385', 'ID4163', 'ID0420', 'ID4355', 'ID4287']",Role 6,,Round Grinding
6,,11.2,,,11.0,5.0,[  1 170  82 192 105   0   0   0   0],"['ID0937', 'ID4618', 'ID4493', 'ID4163', 'ID4287']",Role 7,,Final Inspection Q.C.
7,,14.25,,,9.0,4.0,[ 17   1  25 234   0   0   0   0   0],"['ID4291', 'ID4493', 'ID4491', 'ID4820']",Role 8,,Packing
8,,14.833333333333334,,,16.0,6.0,[39  3  1 42 10  2  0  0  0],"['ID4872', 'ID4355', 'ID0998', 'ID4528', 'ID4882', 'ID4385']",Role 9,,Grinding Rework
9,,12.25,,,19.0,4.0,[2 1 1 2 0 0 0 0 0],"['ID4219', 'ID0997', 'ID4528', 'ID4445']",Role 10,,Fix
10,,9.5,,,10.0,2.0,[1 1 0 0 0 0 0 0 0],"['ID4219', 'ID4932']",Role 11,,Setup
11,,11.222222222222221,,,15.0,9.0,[  2   9   2   6   3 185   3  10 148],"['ID0937', 'ID4872', 'ID4445', 'ID0420', 'ID4355', 'ID0998', 'ID4718', 'ID4528', 'ID4882']",Role 12,,Lapping
12,,14.666666666666666,,,3.0,6.0,[ 1  7 12  1  5  9  0  0  0],"['ID0937', 'ID3846', 'ID4641', 'ID4287', 'ID4932', 'ID4132']",Role 13,,Turn & Mill. & Screw Assem
13,,11.2,,,21.0,5.0,[ 1 20  4  1 29  0  0  0  0],"['ID0937', 'ID4618', 'ID4493', 'ID4163', 'ID4287']",Role 14,,Turning Q.C.
14,,18.444444444444443,,,2.0,9.0,[ 6 20 44  3  3 17 10 11  6],"['ID4622', 'ID3846', 'ID4219', 'ID4794', 'ID4132', 'ID0997', 'ID4641', 'ID4799', 'ID4932']",Role 15,,Turning
15,,13.333333333333334,,,1.0,3.0,[2 1 1 0 0 0 0 0 0],"['ID4618', 'ID4493', 'ID4287']",Role 16,,Nitration Q.C.
16,,5.0,,,18.0,1.0,[2 0 0 0 0 0 0 0 0],['ID4493'],Role 17,,Round  Q.C.
17,,10.0,,,4.0,7.0,[ 1  2  1 10  1 11  4  0  0],"['ID0937', 'ID4140', 'ID0997', 'ID4326', 'ID4287', 'ID4162', 'ID4873']",Role 18,,Milling
18,,5.0,,,0.0,1.0,[1 0 0 0 0 0 0 0 0],['ID4493'],Role 19,,Final Inspection
19,,8.0,,,8.0,1.0,[3 0 0 0 0 0 0 0 0],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,16.0,,,22.0,1.0,[2 0 0 0 0 0 0 0 0],['ID3641'],Role 21,,Rework Milling
21,,15.5,,,6.0,2.0,[2 2 0 0 0 0 0 0 0],"['ID4890', 'ID4851']",Role 22,,Change Version
22,,5.0,,,5.0,1.0,[1 0 0 0 0 0 0 0 0],['ID4287'],Role 23,,Milling Q.C.
23,,8.0,,,7.0,1.0,[3 0 0 0 0 0 0 0 0],['ID4442'],Role 24,,Turning Rework
24,,15.0,,,14.0,2.0,[1 2 0 0 0 0 0 0 0],"['ID4932', 'ID3998']",Role 25,,Stress Relief
0,,4.0,4.0,6840.0,,,,ID3854,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,22.666666666666668,21.0,1676520.0,,,,ID0997,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,22.666666666666668,21.0,1809060.0,,,,ID4132,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,22.666666666666668,26.0,1904520.0,,,,ID3846,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,22.666666666666668,25.0,2712300.0,,,,ID4641,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,22.666666666666668,28.0,3420480.0,,,,ID4529,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,22.666666666666668,8.0,3777240.0,,,,ID4932,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,22.666666666666668,30.0,2397000.0,,,,ID4167,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,22.666666666666668,20.0,3986940.0,,,,ID4794,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,22.666666666666668,25.0,1860420.0,,,,ID4429,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,16.666666666666668,3.0,115800.0,,,,ID0937,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,16.666666666666668,30.0,2404920.0,,,,ID4618,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,16.666666666666668,5.0,1221780.0,,,,ID4493,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,16.666666666666668,13.0,1813920.0,,,,ID4163,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,16.666666666666668,13.0,1612440.0,,,,ID0420,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,16.666666666666668,28.0,3420480.0,,,,ID4529,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
16,,16.666666666666668,5.0,1973040.0,,,,ID4287,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
