,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,28.5,,,19.0,2.0,[52 54],"['Anna Kaufmann', 'Tesca Lobes']",Role 1,,Role_1,,Create Purchase Requisition
1,,11.5,,,18.0,2.0,[125 133],"['Francis Odell', 'Maris Freeman']",Role 2,,Role_2,,Analyze Purchase Requisition
2,,11.5,,,11.0,2.0,[115  99],"['Francis Odell', 'Maris Freeman']",Role 3,,Role_3,,Create Request for Quotation
3,,21.5,,,13.0,2.0,[376 367],"['Magdalena Predutta', 'Francois de Perrier']",Role 4,,Role_4,,Analyze Request for Quotation
4,,16.5,,,4.0,2.0,[50 47],"['Anne Olwada', 'Miu Hanwan']",Role 5,,Role_5,,Amend Request for Quotation
5,,19.0,,,16.0,2.0,[129 156],"['Magdalena Predutta', 'Karel de Groot']",Role 6,,Role_6,,Send Request for Quotation to Supplier
6,,19.0,,,15.0,2.0,[149 144],"['Magdalena Predutta', 'Karel de Groot']",Role 7,,Role_7,,Create Quotation comparison Map
7,,25.0,,,2.0,2.0,[37 34],"['Tesca Lobes', 'Alberto Duport']",Role 8,,Role_8,,Analyze Quotation Comparison Map
8,,22.5,,,3.0,2.0,[37 35],"['Fjodor Kowalski', 'Kim Passa']",Role 9,,Role_9,,Choose best option
9,,21.5,,,0.0,2.0,[144 144],"['Magdalena Predutta', 'Francois de Perrier']",Role 10,,Role_10,,Settle Conditions With Supplier
10,,19.0,,,6.0,2.0,[148 138],"['Magdalena Predutta', 'Karel de Groot']",Role 11,,Role_11,,Create Purchase Order
11,,10.5,,,12.0,2.0,[102  93],"['Kiu Kan', 'Carmen Finacse']",Role 12,,Role_12,,Confirm Purchase Order
12,,7.5,,,17.0,2.0,[90 85],"['Kiu Kan', 'Esmeralda Clay']",Role 13,,Role_13,,Deliver Goods Services
13,,22.0,,,1.0,2.0,[38 36],"['Immanuel Karagianni', 'Tesca Lobes']",Role 14,,Role_14,,Release Purchase Order
14,,19.0,,,20.0,2.0,[138 142],"['Magdalena Predutta', 'Karel de Groot']",Role 15,,Role_15,,Approve Purchase Order for payment
15,,10.5,,,8.0,2.0,[116  83],"['Kiu Kan', 'Carmen Finacse']",Role 16,,Role_16,,Send Invoice
16,,20.5,,,9.0,2.0,[202 201],"['Pedro Alvares', 'Karalda Nimwada']",Role 17,,Role_17,,Release Supplier's Invoice
17,,20.5,,,14.0,2.0,[47 33],"['Pedro Alvares', 'Karalda Nimwada']",Role 18,,Role_18,,Settle Dispute With Supplier
18,,20.5,,,7.0,2.0,[216 197],"['Pedro Alvares', 'Karalda Nimwada']",Role 19,,Role_19,,Authorize Supplier's Invoice payment
19,,20.5,,,10.0,2.0,[216 197],"['Pedro Alvares', 'Karalda Nimwada']",Role 20,,Role_20,,Pay Invoice
20,,14.0,,,5.0,2.0,[2 2],"['Miu Hanwan', 'Kim Passa']",Role 21,,Role_21,,Amend Purchase Requisition
0,,28.5,29.0,151680.0,,,,Anna Kaufmann,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,28.5,28.0,162300.0,,,,Tesca Lobes,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,11.5,16.0,78360.0,,,,Francis Odell,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,11.5,7.0,83580.0,,,,Maris Freeman,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,11.5,16.0,78360.0,,,,Francis Odell,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,11.5,7.0,83580.0,,,,Maris Freeman,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,21.5,14.0,7433280.0,,,,Magdalena Predutta,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,21.5,29.0,7418700.0,,,,Francois de Perrier,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,16.5,26.0,163560.0,,,,Anne Olwada,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
