,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,4.0,,,-1.0,1.0,[225   0],['ID3854'],Role 1,,Flat Grinding
1,,14.0,,,17.0,2.0,[166 178],"['ID4932', 'ID4794']",Role 2,,Turning & Milling
2,,17.5,,,13.0,2.0,[142 215],"['ID4287', 'ID4618']",Role 3,,Turning & Milling Q.C.
3,,8.0,,,12.0,2.0,[ 60 143],"['ID4882', 'ID0998']",Role 4,,Laser Marking
4,,8.0,,,23.0,2.0,[44 58],"['ID4882', 'ID0998']",Role 5,,Flat Grinding
5,,18.0,,,20.0,2.0,[145 160],"['ID4445', 'ID4385']",Role 6,,Round Grinding
6,,21.5,,,11.0,2.0,[192 170],"['ID4163', 'ID4618']",Role 7,,Final Inspection Q.C.
7,,15.0,,,9.0,2.0,[234  25],"['ID4820', 'ID4491']",Role 8,,Packing
8,,15.0,,,16.0,2.0,[39 42],"['ID4872', 'ID4528']",Role 9,,Grinding Rework
9,,10.0,,,19.0,2.0,[2 2],"['ID4219', 'ID4445']",Role 10,,Fix
10,,9.5,,,10.0,2.0,[1 1],"['ID4219', 'ID4932']",Role 11,,Setup
11,,8.0,,,15.0,2.0,[185 148],"['ID0998', 'ID4882']",Role 12,,Lapping
12,,23.0,,,3.0,2.0,[12  9],"['ID4641', 'ID4132']",Role 13,,Turn & Mill. & Screw Assem
13,,17.5,,,21.0,2.0,[29 20],"['ID4287', 'ID4618']",Role 14,,Turning Q.C.
14,,18.5,,,2.0,2.0,[44 20],"['ID4219', 'ID3846']",Role 15,,Turning
15,,17.5,,,1.0,2.0,[2 1],"['ID4618', 'ID4493']",Role 16,,Nitration Q.C.
16,,5.0,,,18.0,1.0,[2 0],['ID4493'],Role 17,,Round  Q.C.
17,,6.0,,,4.0,2.0,[10 11],"['ID4326', 'ID4162']",Role 18,,Milling
18,,5.0,,,0.0,1.0,[1 0],['ID4493'],Role 19,,Final Inspection
19,,8.0,,,8.0,1.0,[3 0],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,16.0,,,22.0,1.0,[2 0],['ID3641'],Role 21,,Rework Milling
21,,15.5,,,6.0,2.0,[2 2],"['ID4890', 'ID4851']",Role 22,,Change Version
22,,5.0,,,5.0,1.0,[1 0],['ID4287'],Role 23,,Milling Q.C.
23,,8.0,,,7.0,1.0,[3 0],['ID4442'],Role 24,,Turning Rework
24,,15.0,,,14.0,2.0,[1 2],"['ID4932', 'ID3998']",Role 25,,Stress Relief
0,,4.0,4.0,6840.0,,,,ID3854,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,14.0,8.0,3777240.0,,,,ID4932,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,14.0,20.0,3986940.0,,,,ID4794,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
