,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,24.5,,,3.0,6.0,[50 44 52 46 44 54],"['Christian Francois', 'Esmana Liubiata', 'Anna Kaufmann', 'Anne Olwada', 'Alberto Duport', 'Tesca Lobes']",Role 1,,Create Purchase Requisition
1,,13.166666666666666,,,13.0,6.0,[ 18  99  93 115  23  18],"['Nico Ojenbeer', 'Maris Freeman', 'Heinz Gutschmidt', 'Francis Odell', 'Esmana Liubiata', 'Clement Duchot']",Role 2,,Create Request for Quotation
2,,22.333333333333332,,,1.0,3.0,[376 367 364   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 3,,Analyze Request for Quotation
3,,13.666666666666666,,,15.0,3.0,[124 133 125   0   0   0],"['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 4,,Analyze Purchase Requisition
4,,22.333333333333332,,,17.0,3.0,[129 128 156   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,[149 120 144   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 6,,Create Quotation comparison Map
6,,17.333333333333332,,,9.0,6.0,[33 34 32 30 32 37],"['Nico Ojenbeer', 'Alberto Duport', 'Christian Francois', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes']",Role 7,,Analyze Quotation Comparison Map
7,,19.5,,,6.0,6.0,[32 35 35 35 37 29],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Kim Passa', 'Penn Osterwalder', 'Fjodor Kowalski', 'Tesca Lobes']",Role 8,,Choose best option
8,,22.333333333333332,,,0.0,3.0,[144 144 125   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 9,,Settle Conditions With Supplier
9,,22.333333333333332,,,5.0,3.0,[148 127 138   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 10,,Create Purchase Order
10,,13.0,,,16.0,5.0,[102  65  79  74  93   0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 11,,Confirm Purchase Order
11,,13.0,,,14.0,5.0,[90 85 74 81 83  0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 12,,Deliver Goods Services
12,,15.0,,,20.0,6.0,[34 38 35 33 33 36],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Elvira Lores', 'Penn Osterwalder', 'Miu Hanwan', 'Tesca Lobes']",Role 13,,Release Purchase Order
13,,22.333333333333332,,,19.0,3.0,[138 133 142   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 14,,Approve Purchase Order for payment
14,,13.0,,,12.0,5.0,[116  80  71  63  83   0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 15,,Send Invoice
15,,20.5,,,4.0,2.0,[201 202   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Release Supplier's Invoice
16,,20.5,,,11.0,2.0,[197 216   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Authorize Supplier's Invoice payment
17,,20.5,,,18.0,2.0,[197 216   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Pay Invoice
18,,21.6,,,2.0,5.0,[ 5 33 14 47  7  0],"['Magdalena Predutta', 'Karalda Nimwada', 'Francois de Perrier', 'Pedro Alvares', 'Karel de Groot']",Role 19,,Settle Dispute With Supplier
19,,19.333333333333332,,,10.0,6.0,[50 43 40 40 40 47],"['Anne Olwada', 'Immanuel Karagianni', 'Christian Francois', 'Kim Passa', 'Alberto Duport', 'Miu Hanwan']",Role 20,,Amend Request for Quotation
20,,13.5,,,8.0,6.0,[2 2 2 1 1 1],"['Miu Hanwan', 'Immanuel Karagianni', 'Kim Passa', 'Clement Duchot', 'Elvira Lores', 'Christian Francois']",Role 21,,Amend Purchase Requisition
0,,24.5,24.0,161280.0,,,,Christian Francois,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,24.5,18.0,157800.0,,,,Esmana Liubiata,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
