,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,24.5,,,18.0,6.0,[52 50 46 44 44 54],"['Anna Kaufmann', 'Christian Francois', 'Anne Olwada', 'Alberto Duport', 'Esmana Liubiata', 'Tesca Lobes']",Role 1,,Create Purchase Requisition
1,,14.5,,,14.0,6.0,[ 23  99  18 115  18  93],"['Esmana Liubiata', 'Maris Freeman', 'Clement Duchot', 'Francis Odell', 'Anne Olwada', 'Heinz Gutschmidt']",Role 2,,Create Request for Quotation
2,,22.333333333333332,,,10.0,3.0,[367 364 376   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 3,,Analyze Request for Quotation
3,,13.666666666666666,,,13.0,3.0,[133 125 124   0   0   0],"['Maris Freeman', 'Francis Odell', 'Heinz Gutschmidt']",Role 4,,Analyze Purchase Requisition
4,,19.333333333333332,,,9.0,6.0,[40 40 40 47 50 43],"['Christian Francois', 'Alberto Duport', 'Kim Passa', 'Miu Hanwan', 'Anne Olwada', 'Immanuel Karagianni']",Role 5,,Amend Request for Quotation
5,,22.333333333333332,,,12.0,3.0,[128 156 129   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 6,,Send Request for Quotation to Supplier
6,,22.333333333333332,,,2.0,3.0,[120 144 149   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 7,,Create Quotation comparison Map
7,,19.666666666666668,,,15.0,6.0,[33 37 34 32 30 32],"['Nico Ojenbeer', 'Tesca Lobes', 'Alberto Duport', 'Christian Francois', 'Fjodor Kowalski', 'Clement Duchot']",Role 8,,Analyze Quotation Comparison Map
8,,16.666666666666668,,,0.0,6.0,[32 35 29 35 35 37],"['Nico Ojenbeer', 'Penn Osterwalder', 'Elvira Lores', 'Immanuel Karagianni', 'Kim Passa', 'Fjodor Kowalski']",Role 9,,Choose best option
9,,22.333333333333332,,,11.0,3.0,[144 125 144   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 10,,Settle Conditions With Supplier
10,,22.333333333333332,,,20.0,3.0,[127 138 148   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 11,,Create Purchase Order
11,,13.0,,,7.0,5.0,[102  65  79  93  74   0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse', 'Sean Manney']",Role 12,,Confirm Purchase Order
12,,13.0,,,3.0,5.0,[90 85 74 83 81  0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse', 'Sean Manney']",Role 13,,Deliver Goods Services
13,,15.0,,,1.0,6.0,[34 33 36 38 33 35],"['Nico Ojenbeer', 'Penn Osterwalder', 'Tesca Lobes', 'Immanuel Karagianni', 'Miu Hanwan', 'Elvira Lores']",Role 14,,Release Purchase Order
14,,22.333333333333332,,,16.0,3.0,[133 142 138   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 15,,Approve Purchase Order for payment
15,,13.0,,,4.0,5.0,[116  80  71  83  63   0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse', 'Sean Manney']",Role 16,,Send Invoice
16,,20.5,,,8.0,2.0,[201 202   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Release Supplier's Invoice
17,,20.5,,,6.0,2.0,[197 216   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Authorize Supplier's Invoice payment
18,,20.5,,,19.0,2.0,[197 216   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 19,,Pay Invoice
19,,21.6,,,5.0,5.0,[14  7  5 33 47  0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta', 'Karalda Nimwada', 'Pedro Alvares']",Role 20,,Settle Dispute With Supplier
20,,11.166666666666666,,,17.0,6.0,[2 1 2 2 1 1],"['Kim Passa', 'Penn Osterwalder', 'Immanuel Karagianni', 'Miu Hanwan', 'Clement Duchot', 'Elvira Lores']",Role 21,,Amend Purchase Requisition
0,,24.5,29.0,151680.0,,,,Anna Kaufmann,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,24.5,24.0,161280.0,,,,Christian Francois,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,24.5,26.0,163560.0,,,,Anne Olwada,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,24.5,22.0,149040.0,,,,Alberto Duport,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,24.5,18.0,157800.0,,,,Esmana Liubiata,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,24.5,28.0,162300.0,,,,Tesca Lobes,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,14.5,18.0,157800.0,,,,Esmana Liubiata,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,14.5,7.0,83580.0,,,,Maris Freeman,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,14.5,2.0,146100.0,,,,Clement Duchot,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,14.5,16.0,78360.0,,,,Francis Odell,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,14.5,26.0,163560.0,,,,Anne Olwada,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,14.5,18.0,81720.0,,,,Heinz Gutschmidt,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,13.666666666666666,7.0,83580.0,,,,Maris Freeman,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
16,,13.666666666666666,16.0,78360.0,,,,Francis Odell,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
17,,13.666666666666666,18.0,81720.0,,,,Heinz Gutschmidt,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
18,,19.333333333333332,24.0,161280.0,,,,Christian Francois,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
