,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,0.0,,,6.0,1.0,[32  0  0  0  0  0  0  0  0],['NOT_SET'],Role 1,,Role_1,,DIGITURNO
1,,7.666666666666667,,,10.0,9.0,[ 4  4 17  2  2  1  2  2  3],"['19', '177', '2', '167', '166', '309', '341', '171', '238']",Role 2,,Role_2,,TRIAGE
2,,10.333333333333334,,,12.0,9.0,[ 2 12  2  2  2  3  3  2  1],"['28', 'NOT_SET', '338', '156', '286', '106', '23', '3', '184']",Role 3,,Role_3,,INGRESOADMISION
3,,12.11111111111111,,,11.0,9.0,[44 68 54 68 60 85 42 52 39],"['16', '76', '70', '68', '264', '49', '53', '10', '71']",Role 4,,Role_4,,Folio
4,,0.0,,,9.0,1.0,[43  0  0  0  0  0  0  0  0],['NOT_SET'],Role 5,,Role_5,,ATENCIONCONSULTA
5,,0.0,,,1.0,1.0,[34  0  0  0  0  0  0  0  0],['NOT_SET'],Role 6,,Role_6,,HOSPITALIZACIONADMISION
6,,0.0,,,5.0,1.0,[39  0  0  0  0  0  0  0  0],['NOT_SET'],Role 7,,Role_7,,EGRESOADMISION
7,,11.11111111111111,,,2.0,9.0,[2 2 2 2 1 1 1 1 1],"['245', '162', '187', '142', '343', '176', '313', '305', '327']",Role 8,,Role_8,,SALIDAEGRESO
8,,0.0,,,3.0,1.0,[40  0  0  0  0  0  0  0  0],['NOT_SET'],Role 9,,Role_9,,SALIDAURGENCIAS
9,,0.0,,,4.0,1.0,[43  0  0  0  0  0  0  0  0],['NOT_SET'],Role 10,,Role_10,,FACTURACIONADMISION
10,,10.0,,,7.0,1.0,[1 0 0 0 0 0 0 0 0],['295'],Role 11,,Role_11,,ANULACIONADMISION
11,,0.0,,,8.0,1.0,[4 0 0 0 0 0 0 0 0],['NOT_SET'],Role 12,,Role_12,,MUERTEEGRESO
12,,8.0,,,0.0,1.0,[1 0 0 0 0 0 0 0 0],['342'],Role 13,,Role_13,,REGISTROINFURGENCIA
0,,0.0,0.0,20849.0,,,,NOT_SET,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,7.666666666666667,4.0,1171.0,,,,19,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,7.666666666666667,16.0,3455.0,,,,177,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,7.666666666666667,2.0,8181.0,,,,2,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,7.666666666666667,1.0,947.0,,,,167,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,7.666666666666667,14.0,972.0,,,,166,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,7.666666666666667,11.0,229.0,,,,309,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,7.666666666666667,6.0,637.0,,,,341,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,7.666666666666667,9.0,934.0,,,,171,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
