,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,24.5,,,15.0,6.0,[54 52 44 46 50 44],"['Tesca Lobes', 'Anna Kaufmann', 'Alberto Duport', 'Anne Olwada', 'Christian Francois', 'Esmana Liubiata']",Role 1,,Role_1,,Create Purchase Requisition
1,,13.666666666666666,,,0.0,3.0,[124 133 125   0   0   0],"['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 2,,Role_2,,Analyze Purchase Requisition
2,,13.166666666666666,,,19.0,6.0,[ 23  93  99 115  18  18],"['Esmana Liubiata', 'Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell', 'Nico Ojenbeer', 'Clement Duchot']",Role 3,,Role_3,,Create Request for Quotation
3,,22.333333333333332,,,3.0,3.0,[367 364 376   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 4,,Role_4,,Analyze Request for Quotation
4,,22.333333333333332,,,17.0,3.0,[128 156 129   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 5,,Role_5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,[120 144 149   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 6,,Role_6,,Create Quotation comparison Map
6,,19.666666666666668,,,14.0,6.0,[33 37 30 34 32 32],"['Nico Ojenbeer', 'Tesca Lobes', 'Fjodor Kowalski', 'Alberto Duport', 'Christian Francois', 'Clement Duchot']",Role 7,,Role_7,,Analyze Quotation Comparison Map
7,,19.5,,,13.0,6.0,[35 35 37 35 32 29],"['Penn Osterwalder', 'Kim Passa', 'Fjodor Kowalski', 'Immanuel Karagianni', 'Nico Ojenbeer', 'Tesca Lobes']",Role 8,,Role_8,,Choose best option
8,,22.333333333333332,,,18.0,3.0,[144 125 144   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 9,,Role_9,,Settle Conditions With Supplier
9,,22.333333333333332,,,12.0,3.0,[127 138 148   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 10,,Role_10,,Create Purchase Order
10,,13.0,,,9.0,5.0,[ 93  74 102  79  65   0],"['Carmen Finacse', 'Sean Manney', 'Kiu Kan', 'Karen Clarens', 'Esmeralda Clay']",Role 11,,Role_11,,Confirm Purchase Order
11,,13.0,,,8.0,5.0,[83 81 90 74 85  0],"['Carmen Finacse', 'Sean Manney', 'Kiu Kan', 'Karen Clarens', 'Esmeralda Clay']",Role 12,,Role_12,,Deliver Goods Services
12,,15.0,,,5.0,6.0,[33 34 38 35 36 33],"['Miu Hanwan', 'Nico Ojenbeer', 'Immanuel Karagianni', 'Elvira Lores', 'Tesca Lobes', 'Penn Osterwalder']",Role 13,,Role_13,,Release Purchase Order
13,,22.333333333333332,,,20.0,3.0,[133 142 138   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 14,,Role_14,,Approve Purchase Order for payment
14,,13.0,,,2.0,5.0,[ 83  63 116  71  80   0],"['Carmen Finacse', 'Sean Manney', 'Kiu Kan', 'Karen Clarens', 'Esmeralda Clay']",Role 15,,Role_15,,Send Invoice
15,,20.5,,,4.0,2.0,[201 202   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Role_16,,Release Supplier's Invoice
16,,20.5,,,1.0,2.0,[197 216   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Role_17,,Authorize Supplier's Invoice payment
17,,20.5,,,11.0,2.0,[197 216   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Role_18,,Pay Invoice
18,,19.333333333333332,,,16.0,6.0,[47 40 43 50 40 40],"['Miu Hanwan', 'Kim Passa', 'Immanuel Karagianni', 'Anne Olwada', 'Christian Francois', 'Alberto Duport']",Role 19,,Role_19,,Amend Request for Quotation
19,,21.6,,,10.0,5.0,[14  7 33  5 47  0],"['Francois de Perrier', 'Karel de Groot', 'Karalda Nimwada', 'Magdalena Predutta', 'Pedro Alvares']",Role 20,,Role_20,,Settle Dispute With Supplier
20,,14.666666666666666,,,6.0,6.0,[2 2 1 1 1 2],"['Miu Hanwan', 'Kim Passa', 'Christian Francois', 'Clement Duchot', 'Nico Ojenbeer', 'Immanuel Karagianni']",Role 21,,Role_21,,Amend Purchase Requisition
0,,24.5,28.0,162300.0,,,,Tesca Lobes,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,24.5,29.0,151680.0,,,,Anna Kaufmann,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,24.5,22.0,149040.0,,,,Alberto Duport,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,24.5,26.0,163560.0,,,,Anne Olwada,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,24.5,24.0,161280.0,,,,Christian Francois,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,24.5,18.0,157800.0,,,,Esmana Liubiata,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,13.666666666666666,18.0,81720.0,,,,Heinz Gutschmidt,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,13.666666666666666,7.0,83580.0,,,,Maris Freeman,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,13.666666666666666,16.0,78360.0,,,,Francis Odell,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,13.166666666666666,18.0,157800.0,,,,Esmana Liubiata,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,13.166666666666666,18.0,81720.0,,,,Heinz Gutschmidt,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,13.166666666666666,7.0,83580.0,,,,Maris Freeman,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,13.166666666666666,16.0,78360.0,,,,Francis Odell,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,13.166666666666666,18.0,136860.0,,,,Nico Ojenbeer,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,13.166666666666666,2.0,146100.0,,,,Clement Duchot,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
16,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
17,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
18,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
19,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
20,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
21,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
