,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,24.428571428571427,,,15.0,7.0,[52 44 43 46 50 54 44],"['Anna Kaufmann', 'Alberto Duport', 'Fjodor Kowalski', 'Anne Olwada', 'Christian Francois', 'Tesca Lobes', 'Esmana Liubiata']",Role 1,,Role_1,,Create Purchase Requisition
1,,13.666666666666666,,,0.0,3.0,[124 133 125   0   0   0   0],"['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 2,,Role_2,,Analyze Purchase Requisition
2,,15.857142857142858,,,19.0,7.0,[ 99 115  18  18  23  18  93],"['Maris Freeman', 'Francis Odell', 'Fjodor Kowalski', 'Anne Olwada', 'Esmana Liubiata', 'Clement Duchot', 'Heinz Gutschmidt']",Role 3,,Role_3,,Create Request for Quotation
3,,22.333333333333332,,,3.0,3.0,[367 364 376   0   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 4,,Role_4,,Analyze Request for Quotation
4,,22.333333333333332,,,17.0,3.0,[128 156 129   0   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 5,,Role_5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,[120 144 149   0   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 6,,Role_6,,Create Quotation comparison Map
6,,18.285714285714285,,,14.0,7.0,[37 34 30 30 32 32 33],"['Tesca Lobes', 'Alberto Duport', 'Fjodor Kowalski', 'Penn Osterwalder', 'Christian Francois', 'Clement Duchot', 'Nico Ojenbeer']",Role 7,,Role_7,,Analyze Quotation Comparison Map
7,,18.285714285714285,,,13.0,7.0,[35 35 37 29 35 29 32],"['Penn Osterwalder', 'Kim Passa', 'Fjodor Kowalski', 'Tesca Lobes', 'Immanuel Karagianni', 'Elvira Lores', 'Nico Ojenbeer']",Role 8,,Role_8,,Choose best option
8,,22.333333333333332,,,18.0,3.0,[144 125 144   0   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 9,,Role_9,,Settle Conditions With Supplier
9,,22.333333333333332,,,12.0,3.0,[127 138 148   0   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 10,,Role_10,,Create Purchase Order
10,,13.0,,,9.0,5.0,[ 93  74 102  79  65   0   0],"['Carmen Finacse', 'Sean Manney', 'Kiu Kan', 'Karen Clarens', 'Esmeralda Clay']",Role 11,,Role_11,,Confirm Purchase Order
11,,13.0,,,8.0,5.0,[83 81 90 74 85  0  0],"['Carmen Finacse', 'Sean Manney', 'Kiu Kan', 'Karen Clarens', 'Esmeralda Clay']",Role 12,,Role_12,,Deliver Goods Services
12,,16.571428571428573,,,5.0,7.0,[33 38 36 32 33 35 34],"['Miu Hanwan', 'Immanuel Karagianni', 'Tesca Lobes', 'Anne Olwada', 'Penn Osterwalder', 'Elvira Lores', 'Nico Ojenbeer']",Role 13,,Role_13,,Release Purchase Order
13,,22.333333333333332,,,20.0,3.0,[133 142 138   0   0   0   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 14,,Role_14,,Approve Purchase Order for payment
