,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,30.0,,,-1.0,1.0,[225   0   0   0   0   0],['ID4618'],Role 1,,Role_1,,Turning Rework
1,,22.666666666666668,,,4.0,6.0,[116 178 119 165 127 166],"['ID4167', 'ID4794', 'ID4641', 'ID4529', 'ID4429', 'ID4932']",Role 2,,Role_2,,Turning & Milling
2,,11.2,,,9.0,5.0,[ 1 29  4  1 20  0],"['ID4163', 'ID4287', 'ID4493', 'ID0937', 'ID4618']",Role 3,,Role_3,,Turning Q.C.
3,,12.833333333333334,,,3.0,6.0,[143  60   9   7  11  11],"['ID0998', 'ID4882', 'ID4718', 'ID4355', 'ID4445', 'ID4872']",Role 4,,Role_4,,Laser Marking
4,,11.2,,,10.0,5.0,[192 105  82   1 170   0],"['ID4163', 'ID4287', 'ID4493', 'ID0937', 'ID4618']",Role 5,,Role_5,,Final Inspection Q.C.
5,,14.25,,,11.0,4.0,[234   1  25  17   0   0],"['ID4820', 'ID4493', 'ID4491', 'ID4291']",Role 6,,Role_6,,Packing
6,,15.833333333333334,,,12.0,6.0,[ 80 115 160  80 145 115],"['ID4872', 'ID4528', 'ID4385', 'ID0420', 'ID4445', 'ID4355']",Role 7,,Role_7,,Round Grinding
7,,11.5,,,21.0,6.0,[ 87 142  69   4 215   2],"['ID4163', 'ID4287', 'ID4493', 'ID0420', 'ID4618', 'ID0937']",Role 8,,Role_8,,Turning & Milling Q.C.
8,,12.5,,,5.0,6.0,[148   6   3   9  10 185],"['ID4882', 'ID0420', 'ID4355', 'ID4872', 'ID4528', 'ID0998']",Role 9,,Role_9,,Lapping
9,,14.833333333333334,,,0.0,6.0,[44 58  3  2  4  2],"['ID4882', 'ID0998', 'ID4872', 'ID4618', 'ID4528', 'ID0420']",Role 10,,Role_10,,Flat Grinding
10,,14.833333333333334,,,2.0,6.0,[10  2  1  3 39 42],"['ID4882', 'ID4385', 'ID0998', 'ID4355', 'ID4872', 'ID4528']",Role 11,,Role_11,,Grinding Rework
11,,8.0,,,1.0,1.0,[3 0 0 0 0 0],['ID4932'],Role 12,,Role_12,,SETUP     Turning & Milling
12,,14.666666666666666,,,6.0,6.0,[ 7  1  5 12  9  1],"['ID3846', 'ID4287', 'ID4932', 'ID4641', 'ID4132', 'ID0937']",Role 13,,Role_13,,Turn & Mill. & Screw Assem
