,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,18.285714285714285,,,13.0,14.0,[ 9 11  6  5  7  4  8  5  5  7  2  4  7  8  0  0],"['Christian Francois', 'Kim Passa', 'Clement Duchot', 'Tesca Lobes', 'Anne Olwada', 'Miu Hanwan', 'Anna Kaufmann', 'Esmana Liubiata', 'Fjodor Kowalski', 'Penn Osterwalder', 'Immanuel Karagianni', 'Nico Ojenbeer', 'Alberto Duport', 'Elvira Lores']",Role 1,,Role_1,,Create Purchase Requisition
1,,13.666666666666666,,,8.0,3.0,[28 32 28  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 2,,Role_2,,Analyze Purchase Requisition
2,,13.666666666666666,,,17.0,3.0,[28 27 33  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 3,,Role_3,,Create Request for Quotation
3,,22.333333333333332,,,5.0,3.0,[30 31 27  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Karel de Groot', 'Magdalena Predutta', 'Francois de Perrier']",Role 4,,Role_4,,Analyze Request for Quotation
4,,22.333333333333332,,,9.0,3.0,[34 24 30  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Karel de Groot', 'Magdalena Predutta', 'Francois de Perrier']",Role 5,,Role_5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,11.0,3.0,[22 36 30  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Karel de Groot', 'Magdalena Predutta', 'Francois de Perrier']",Role 6,,Role_6,,Create Quotation comparison Map
6,,18.285714285714285,,,6.0,14.0,[ 8  5  5 12  7  3  6  7  4  8  1  7  9  6  0  0],"['Christian Francois', 'Kim Passa', 'Clement Duchot', 'Tesca Lobes', 'Anne Olwada', 'Miu Hanwan', 'Anna Kaufmann', 'Esmana Liubiata', 'Fjodor Kowalski', 'Penn Osterwalder', 'Immanuel Karagianni', 'Nico Ojenbeer', 'Alberto Duport', 'Elvira Lores']",Role 7,,Role_7,,Analyze Quotation Comparison Map
7,,18.285714285714285,,,0.0,14.0,[3 6 7 6 6 6 5 7 9 6 7 6 8 6 0 0],"['Christian Francois', 'Kim Passa', 'Clement Duchot', 'Tesca Lobes', 'Anne Olwada', 'Miu Hanwan', 'Anna Kaufmann', 'Esmana Liubiata', 'Fjodor Kowalski', 'Penn Osterwalder', 'Immanuel Karagianni', 'Nico Ojenbeer', 'Alberto Duport', 'Elvira Lores']",Role 8,,Role_8,,Choose best option
8,,22.333333333333332,,,7.0,3.0,[31 32 25  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Karel de Groot', 'Magdalena Predutta', 'Francois de Perrier']",Role 9,,Role_9,,Settle Conditions With Supplier
9,,22.333333333333332,,,4.0,3.0,[32 28 28  0  0  0  0  0  0  0  0  0  0  0  0  0],"['Karel de Groot', 'Magdalena Predutta', 'Francois de Perrier']",Role 10,,Role_10,,Create Purchase Order
10,,13.0,,,3.0,5.0,[24 16 11 16 21  0  0  0  0  0  0  0  0  0  0  0],"['Kiu Kan', 'Sean Manney', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse']",Role 11,,Role_11,,Confirm Purchase Order
11,,13.0,,,2.0,5.0,[20 16 20 19 13  0  0  0  0  0  0  0  0  0  0  0],"['Kiu Kan', 'Sean Manney', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse']",Role 12,,Role_12,,Deliver Goods Services
12,,18.285714285714285,,,16.0,14.0,[ 5  2  7  7  7 11  6  2  8  6 10  6  3  8  0  0],"['Christian Francois', 'Kim Passa', 'Clement Duchot', 'Tesca Lobes', 'Anne Olwada', 'Miu Hanwan', 'Anna Kaufmann', 'Esmana Liubiata', 'Fjodor Kowalski', 'Penn Osterwalder', 'Immanuel Karagianni', 'Nico Ojenbeer', 'Alberto Duport', 'Elvira Lores']",Role 13,,Role_13,,Release Purchase Order
