,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,28.0,,,18.0,1.0,[54],['Tesca Lobes'],Role 1,,Create Purchase Requisition
1,,16.0,,,14.0,1.0,[115],['Francis Odell'],Role 2,,Create Request for Quotation
2,,14.0,,,10.0,1.0,[376],['Magdalena Predutta'],Role 3,,Analyze Request for Quotation
3,,7.0,,,13.0,1.0,[133],['Maris Freeman'],Role 4,,Analyze Purchase Requisition
4,,26.0,,,9.0,1.0,[50],['Anne Olwada'],Role 5,,Amend Request for Quotation
5,,24.0,,,12.0,1.0,[156],['Karel de Groot'],Role 6,,Send Request for Quotation to Supplier
6,,14.0,,,2.0,1.0,[149],['Magdalena Predutta'],Role 7,,Create Quotation comparison Map
7,,28.0,,,15.0,1.0,[37],['Tesca Lobes'],Role 8,,Analyze Quotation Comparison Map
8,,24.0,,,0.0,1.0,[37],['Fjodor Kowalski'],Role 9,,Choose best option
9,,29.0,,,11.0,1.0,[144],['Francois de Perrier'],Role 10,,Settle Conditions With Supplier
10,,14.0,,,20.0,1.0,[148],['Magdalena Predutta'],Role 11,,Create Purchase Order
11,,4.0,,,7.0,1.0,[102],['Kiu Kan'],Role 12,,Confirm Purchase Order
12,,4.0,,,3.0,1.0,[90],['Kiu Kan'],Role 13,,Deliver Goods Services
13,,16.0,,,1.0,1.0,[38],['Immanuel Karagianni'],Role 14,,Release Purchase Order
14,,24.0,,,16.0,1.0,[142],['Karel de Groot'],Role 15,,Approve Purchase Order for payment
15,,4.0,,,4.0,1.0,[116],['Kiu Kan'],Role 16,,Send Invoice
16,,30.0,,,8.0,1.0,[202],['Pedro Alvares'],Role 17,,Release Supplier's Invoice
17,,30.0,,,6.0,1.0,[216],['Pedro Alvares'],Role 18,,Authorize Supplier's Invoice payment
18,,30.0,,,19.0,1.0,[216],['Pedro Alvares'],Role 19,,Pay Invoice
19,,30.0,,,5.0,1.0,[47],['Pedro Alvares'],Role 20,,Settle Dispute With Supplier
20,,16.0,,,17.0,1.0,[2],['Immanuel Karagianni'],Role 21,,Amend Purchase Requisition
0,,28.0,28.0,162300.0,,,,Tesca Lobes,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
