,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,21.0,,,4.0,1.0,[11],['Kim Passa'],Role 1,,Create Purchase Requisition
1,,7.0,,,13.0,1.0,[32],['Maris Freeman'],Role 2,,Analyze Purchase Requisition
2,,16.0,,,15.0,1.0,[33],['Francis Odell'],Role 3,,Create Request for Quotation
3,,14.0,,,6.0,1.0,[31],['Magdalena Predutta'],Role 4,,Analyze Request for Quotation
4,,24.0,,,11.0,1.0,[34],['Karel de Groot'],Role 5,,Send Request for Quotation to Supplier
5,,14.0,,,7.0,1.0,[36],['Magdalena Predutta'],Role 6,,Create Quotation comparison Map
6,,28.0,,,17.0,1.0,[12],['Tesca Lobes'],Role 7,,Analyze Quotation Comparison Map
7,,24.0,,,0.0,1.0,[9],['Fjodor Kowalski'],Role 8,,Choose best option
8,,14.0,,,8.0,1.0,[32],['Magdalena Predutta'],Role 9,,Settle Conditions With Supplier
9,,24.0,,,16.0,1.0,[32],['Karel de Groot'],Role 10,,Create Purchase Order
10,,4.0,,,5.0,1.0,[24],['Kiu Kan'],Role 11,,Confirm Purchase Order
11,,4.0,,,9.0,1.0,[20],['Kiu Kan'],Role 12,,Deliver Goods Services
12,,7.0,,,1.0,1.0,[11],['Miu Hanwan'],Role 13,,Release Purchase Order
13,,24.0,,,2.0,1.0,[33],['Karel de Groot'],Role 14,,Approve Purchase Order for payment
14,,4.0,,,12.0,1.0,[24],['Kiu Kan'],Role 15,,Send Invoice
15,,11.0,,,10.0,1.0,[51],['Karalda Nimwada'],Role 16,,Release Supplier's Invoice
16,,11.0,,,3.0,1.0,[50],['Karalda Nimwada'],Role 17,,Authorize Supplier's Invoice payment
17,,30.0,,,14.0,1.0,[48],['Pedro Alvares'],Role 18,,Pay Invoice
0,,21.0,21.0,25260.0,,,,Kim Passa,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,7.0,7.0,14760.0,,,,Maris Freeman,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,16.0,16.0,20520.0,,,,Francis Odell,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,14.0,14.0,1648500.0,,,,Magdalena Predutta,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,24.0,24.0,1480140.0,,,,Karel de Groot,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
