,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,22.0,,,-1.0,1.0,[225   0   0   0   0   0   0   0],['ID4291'],Role 1,,Role_1,,Nitration Q.C.
1,,22.875,,,19.0,8.0,[111 166 116 127 178 119 165  91],"['ID0997', 'ID4932', 'ID4167', 'ID4429', 'ID4794', 'ID4641', 'ID4529', 'ID3846']",Role 2,,Role_2,,Turning & Milling
2,,15.0,,,17.0,8.0,[ 87 142   2  69   1   1 215   4],"['ID4163', 'ID4287', 'ID0937', 'ID4493', 'ID4529', 'ID4955', 'ID4618', 'ID0420']",Role 3,,Role_3,,Turning & Milling Q.C.
3,,13.333333333333334,,,23.0,3.0,[1 1 2 0 0 0 0 0],"['ID4287', 'ID4493', 'ID4618']",Role 4,,Role_4,,Nitration Q.C.
4,,12.25,,,0.0,8.0,[  6  10   9   3 148 185   2   3],"['ID0420', 'ID4528', 'ID4872', 'ID4355', 'ID4882', 'ID0998', 'ID4445', 'ID4718']",Role 5,,Role_5,,Lapping
5,,14.375,,,2.0,8.0,[  2 143   7  11   2  60   9  11],"['ID4932', 'ID0998', 'ID4355', 'ID4445', 'ID4618', 'ID4882', 'ID4718', 'ID4872']",Role 6,,Role_6,,Laser Marking
6,,14.125,,,5.0,8.0,[ 18  22 145 115 160 115  80  80],"['ID4163', 'ID4287', 'ID4445', 'ID4528', 'ID4385', 'ID4355', 'ID4872', 'ID0420']",Role 7,,Role_7,,Round Grinding
7,,11.2,,,16.0,5.0,[192 105   1  82 170   0   0   0],"['ID4163', 'ID4287', 'ID0937', 'ID4493', 'ID4618']",Role 8,,Role_8,,Final Inspection Q.C.
8,,14.25,,,13.0,4.0,[  1  25 234  17   0   0   0   0],"['ID4493', 'ID4491', 'ID4820', 'ID4291']",Role 9,,Role_9,,Packing
9,,17.0,,,6.0,7.0,[ 2 44  1 58  2  4  3  0],"['ID4618', 'ID4882', 'ID3716', 'ID0998', 'ID0420', 'ID4528', 'ID4872']",Role 10,,Role_10,,Flat Grinding
10,,12.25,,,11.0,4.0,[1 2 2 1 0 0 0 0],"['ID0997', 'ID4219', 'ID4445', 'ID4528']",Role 11,,Role_11,,Fix
11,,10.0,,,7.0,7.0,[ 1  1  2  1 10 11  4  0],"['ID4287', 'ID0937', 'ID4140', 'ID0997', 'ID4326', 'ID4162', 'ID4873']",Role 12,,Role_12,,Milling
12,,14.833333333333334,,,9.0,6.0,[ 2  3 10  1 42 39  0  0],"['ID4385', 'ID4355', 'ID4882', 'ID0998', 'ID4528', 'ID4872']",Role 13,,Role_13,,Grinding Rework
13,,18.125,,,8.0,8.0,[ 6 11 10  6 17 44  3 20],"['ID4932', 'ID4799', 'ID4641', 'ID4622', 'ID0997', 'ID4219', 'ID4794', 'ID3846']",Role 14,,Role_14,,Turning
