,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,0.0,,,9.0,1.0,[2 0 0 0 0 0 0 0 0],['NOT_SET'],Role 1,,Role_1,,DIGITURNO
1,,8.0,,,0.0,2.0,[1 1 0 0 0 0 0 0 0],"['614', '322']",Role 2,,Role_2,,TRIAGE
2,,7.5,,,1.0,2.0,[1 1 0 0 0 0 0 0 0],"['323', '615']",Role 3,,Role_3,,INGRESOADMISION
3,,9.88888888888889,,,4.0,9.0,[3 2 4 1 2 2 2 2 1],"['200', '580', '201', '171', '531', '143', '616', '132', '18']",Role 4,,Role_4,,Folio
4,,0.0,,,7.0,1.0,[2 0 0 0 0 0 0 0 0],['NOT_SET'],Role 5,,Role_5,,ATENCIONCONSULTA
5,,0.0,,,5.0,1.0,[2 0 0 0 0 0 0 0 0],['NOT_SET'],Role 6,,Role_6,,HOSPITALIZACIONADMISION
6,,0.0,,,3.0,1.0,[2 0 0 0 0 0 0 0 0],['NOT_SET'],Role 7,,Role_7,,EGRESOADMISION
7,,20.0,,,2.0,2.0,[1 1 0 0 0 0 0 0 0],"['324', '617']",Role 8,,Role_8,,SALIDAEGRESO
8,,0.0,,,6.0,1.0,[2 0 0 0 0 0 0 0 0],['NOT_SET'],Role 9,,Role_9,,FACTURACIONADMISION
9,,0.0,,,8.0,1.0,[2 0 0 0 0 0 0 0 0],['NOT_SET'],Role 10,,Role_10,,SALIDAURGENCIAS
0,,0.0,0.0,204.0,,,,NOT_SET,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,8.0,7.0,201.0,,,,614,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,8.0,9.0,274.0,,,,322,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,7.5,3.0,0.0,,,,323,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
