,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,4.0,,,-1.0,1.0,[225   0   0],['ID3854'],Role 1,,Flat Grinding
1,,18.666666666666668,,,17.0,3.0,[166 178 165],"['ID4932', 'ID4794', 'ID4529']",Role 2,,Turning & Milling
2,,16.0,,,13.0,3.0,[ 87 215 142],"['ID4163', 'ID4618', 'ID4287']",Role 3,,Turning & Milling Q.C.
3,,12.666666666666666,,,12.0,3.0,[143  60  11],"['ID0998', 'ID4882', 'ID4872']",Role 4,,Laser Marking
4,,8.0,,,23.0,3.0,[44 58  4],"['ID4882', 'ID0998', 'ID4528']",Role 5,,Flat Grinding
5,,17.333333333333332,,,20.0,3.0,[160 115 145],"['ID4385', 'ID4355', 'ID4445']",Role 6,,Round Grinding
6,,16.0,,,11.0,3.0,[192 170 105],"['ID4163', 'ID4618', 'ID4287']",Role 7,,Final Inspection Q.C.
7,,17.333333333333332,,,9.0,3.0,[ 17 234  25],"['ID4291', 'ID4820', 'ID4491']",Role 8,,Packing
8,,13.0,,,16.0,3.0,[39 10 42],"['ID4872', 'ID4882', 'ID4528']",Role 9,,Grinding Rework
9,,9.333333333333334,,,19.0,3.0,[2 2 1],"['ID4219', 'ID4445', 'ID4528']",Role 10,,Fix
10,,9.5,,,10.0,2.0,[1 1 0],"['ID4219', 'ID4932']",Role 11,,Setup
11,,8.0,,,15.0,3.0,[185 148  10],"['ID0998', 'ID4882', 'ID4528']",Role 12,,Lapping
12,,24.0,,,3.0,3.0,[ 9  7 12],"['ID4132', 'ID3846', 'ID4641']",Role 13,,Turn & Mill. & Screw Assem
13,,13.333333333333334,,,21.0,3.0,[29 20  4],"['ID4287', 'ID4618', 'ID4493']",Role 14,,Turning Q.C.
14,,19.333333333333332,,,2.0,3.0,[17 20 44],"['ID0997', 'ID3846', 'ID4219']",Role 15,,Turning
15,,13.333333333333334,,,1.0,3.0,[2 1 1],"['ID4618', 'ID4493', 'ID4287']",Role 16,,Nitration Q.C.
16,,5.0,,,18.0,1.0,[2 0 0],['ID4493'],Role 17,,Round  Q.C.
17,,12.333333333333334,,,4.0,3.0,[10  4 11],"['ID4326', 'ID4873', 'ID4162']",Role 18,,Milling
18,,5.0,,,0.0,1.0,[1 0 0],['ID4493'],Role 19,,Final Inspection
19,,8.0,,,8.0,1.0,[3 0 0],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,16.0,,,22.0,1.0,[2 0 0],['ID3641'],Role 21,,Rework Milling
21,,15.5,,,6.0,2.0,[2 2 0],"['ID4890', 'ID4851']",Role 22,,Change Version
22,,5.0,,,5.0,1.0,[1 0 0],['ID4287'],Role 23,,Milling Q.C.
23,,8.0,,,7.0,1.0,[3 0 0],['ID4442'],Role 24,,Turning Rework
24,,15.0,,,14.0,2.0,[1 2 0],"['ID4932', 'ID3998']",Role 25,,Stress Relief
0,,4.0,4.0,6840.0,,,,ID3854,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,18.666666666666668,8.0,3777240.0,,,,ID4932,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,18.666666666666668,20.0,3986940.0,,,,ID4794,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,18.666666666666668,28.0,3420480.0,,,,ID4529,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,16.0,13.0,1813920.0,,,,ID4163,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,16.0,30.0,2404920.0,,,,ID4618,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,16.0,5.0,1973040.0,,,,ID4287,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,12.666666666666666,7.0,2144400.0,,,,ID0998,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
