,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,20.0,,,3.0,11.0,[43 44 52 41 46 54 40 50 44 41 42],"['Fjodor Kowalski', 'Alberto Duport', 'Anna Kaufmann', 'Penn Osterwalder', 'Anne Olwada', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa']",Role 1,,Create Purchase Requisition
1,,15.909090909090908,,,13.0,11.0,[ 18  17  93  17  17  18  99 115  18  23  18],"['Nico Ojenbeer', 'Miu Hanwan', 'Heinz Gutschmidt', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Maris Freeman', 'Francis Odell', 'Fjodor Kowalski', 'Esmana Liubiata', 'Anne Olwada']",Role 2,,Create Request for Quotation
2,,22.333333333333332,,,1.0,3.0,[376 367 364   0   0   0   0   0   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 3,,Analyze Request for Quotation
3,,13.666666666666666,,,15.0,3.0,[124 133 125   0   0   0   0   0   0   0   0],"['Heinz Gutschmidt', 'Maris Freeman', 'Francis Odell']",Role 4,,Analyze Purchase Requisition
4,,22.333333333333332,,,17.0,3.0,[129 128 156   0   0   0   0   0   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,[149 120 144   0   0   0   0   0   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 6,,Create Quotation comparison Map
6,,17.272727272727273,,,9.0,11.0,[33 27 34 30 32 37 30 32 29 26 29],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Alberto Duport', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes', 'Fjodor Kowalski', 'Christian Francois', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa']",Role 7,,Analyze Quotation Comparison Map
7,,16.727272727272727,,,6.0,11.0,[32 35 28 35 27 29 29 37 27 28 35],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Anna Kaufmann', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes', 'Elvira Lores', 'Fjodor Kowalski', 'Esmana Liubiata', 'Miu Hanwan', 'Kim Passa']",Role 8,,Choose best option
8,,22.333333333333332,,,0.0,3.0,[144 144 125   0   0   0   0   0   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 9,,Settle Conditions With Supplier
9,,22.333333333333332,,,5.0,3.0,[148 127 138   0   0   0   0   0   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 10,,Create Purchase Order
10,,13.0,,,16.0,5.0,[102  65  79  74  93   0   0   0   0   0   0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 11,,Confirm Purchase Order
11,,13.0,,,14.0,5.0,[90 85 74 81 83  0  0  0  0  0  0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 12,,Deliver Goods Services
12,,17.0,,,20.0,11.0,[34 38 30 33 31 36 35 30 32 33 30],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Fjodor Kowalski', 'Penn Osterwalder', 'Clement Duchot', 'Tesca Lobes', 'Elvira Lores', 'Christian Francois', 'Anne Olwada', 'Miu Hanwan', 'Kim Passa']",Role 13,,Release Purchase Order
13,,22.333333333333332,,,19.0,3.0,[138 133 142   0   0   0   0   0   0   0   0],"['Magdalena Predutta', 'Francois de Perrier', 'Karel de Groot']",Role 14,,Approve Purchase Order for payment
14,,13.0,,,12.0,5.0,[116  80  71  63  83   0   0   0   0   0   0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Sean Manney', 'Carmen Finacse']",Role 15,,Send Invoice
15,,20.5,,,4.0,2.0,[201 202   0   0   0   0   0   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Release Supplier's Invoice
16,,20.5,,,11.0,2.0,[197 216   0   0   0   0   0   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Authorize Supplier's Invoice payment
17,,20.5,,,18.0,2.0,[197 216   0   0   0   0   0   0   0   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Pay Invoice
18,,21.6,,,2.0,5.0,[ 5 33 14 47  7  0  0  0  0  0  0],"['Magdalena Predutta', 'Karalda Nimwada', 'Francois de Perrier', 'Pedro Alvares', 'Karel de Groot']",Role 19,,Settle Dispute With Supplier
19,,17.09090909090909,,,10.0,11.0,[38 43 47 40 37 32 40 36 37 50 40],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Miu Hanwan', 'Alberto Duport', 'Penn Osterwalder', 'Clement Duchot', 'Kim Passa', 'Esmana Liubiata', 'Fjodor Kowalski', 'Anne Olwada', 'Christian Francois']",Role 20,,Amend Request for Quotation
20,,13.625,,,8.0,8.0,[1 2 1 1 1 1 2 2 0 0 0],"['Nico Ojenbeer', 'Immanuel Karagianni', 'Penn Osterwalder', 'Clement Duchot', 'Elvira Lores', 'Christian Francois', 'Miu Hanwan', 'Kim Passa']",Role 21,,Amend Purchase Requisition
0,,20.0,24.0,152220.0,,,,Fjodor Kowalski,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
