,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,16.0,,,-1.0,1.0,[225   0   0   0],['ID4355'],Role 1,,Round Grinding
1,,14.25,,,21.0,4.0,[  1  17 234  25],"['ID4493', 'ID4291', 'ID4820', 'ID4491']",Role 2,,Packing
2,,13.25,,,6.0,4.0,[ 82 170 192 105],"['ID4493', 'ID4618', 'ID4163', 'ID4287']",Role 3,,Final Inspection Q.C.
3,,20.25,,,7.0,4.0,[178 165 166 127],"['ID4794', 'ID4529', 'ID4932', 'ID4429']",Role 4,,Turning & Milling
4,,13.25,,,9.0,4.0,[ 69 215  87 142],"['ID4493', 'ID4618', 'ID4163', 'ID4287']",Role 5,,Turning & Milling Q.C.
5,,15.0,,,8.0,2.0,[1 2 0 0],"['ID4932', 'ID3998']",Role 6,,Stress Relief
6,,19.0,,,17.0,4.0,[20 44 17 11],"['ID3846', 'ID4219', 'ID0997', 'ID4799']",Role 7,,Turning
7,,10.75,,,19.0,4.0,[ 4 20  1 29],"['ID4493', 'ID4618', 'ID0937', 'ID4287']",Role 8,,Turning Q.C.
8,,11.75,,,18.0,4.0,[ 11  60 143  11],"['ID4872', 'ID4882', 'ID0998', 'ID4445']",Role 9,,Laser Marking
9,,11.5,,,1.0,4.0,[185   9 148  10],"['ID0998', 'ID4872', 'ID4882', 'ID4528']",Role 10,,Lapping
10,,13.75,,,13.0,4.0,[ 3 42 10 39],"['ID4355', 'ID4528', 'ID4882', 'ID4872']",Role 11,,Grinding Rework
11,,15.0,,,23.0,4.0,[160 115 145 115],"['ID4385', 'ID4528', 'ID4445', 'ID4355']",Role 12,,Round Grinding
12,,10.25,,,4.0,4.0,[11  4  2 10],"['ID4162', 'ID4873', 'ID4140', 'ID4326']",Role 13,,Milling
13,,11.5,,,22.0,4.0,[58  4 44  3],"['ID0998', 'ID4528', 'ID4882', 'ID4872']",Role 14,,Flat Grinding
14,,5.0,,,0.0,1.0,[1 0 0 0],['ID4493'],Role 15,,Final Inspection
15,,16.0,,,10.0,1.0,[2 0 0 0],['ID3641'],Role 16,,Rework Milling
16,,12.25,,,16.0,4.0,[1 2 1 2],"['ID4528', 'ID4219', 'ID0997', 'ID4445']",Role 17,,Fix
17,,8.0,,,3.0,1.0,[3 0 0 0],['ID4442'],Role 18,,Turning Rework
18,,20.0,,,2.0,4.0,[ 9  5 12  7],"['ID4132', 'ID4932', 'ID4641', 'ID3846']",Role 19,,Turn & Mill. & Screw Assem
19,,8.0,,,12.0,1.0,[3 0 0 0],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,9.5,,,14.0,2.0,[1 1 0 0],"['ID4932', 'ID4219']",Role 21,,Setup
21,,13.333333333333334,,,5.0,3.0,[1 2 1 0],"['ID4493', 'ID4618', 'ID4287']",Role 22,,Nitration Q.C.
22,,15.5,,,11.0,2.0,[2 2 0 0],"['ID4890', 'ID4851']",Role 23,,Change Version
23,,5.0,,,20.0,1.0,[1 0 0 0],['ID4287'],Role 24,,Milling Q.C.
24,,5.0,,,15.0,1.0,[2 0 0 0],['ID4493'],Role 25,,Round  Q.C.
