,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,0.0,,,6.0,1.0,[32  0  0  0  0  0  0  0  0  0  0],['NOT_SET'],Role 1,,Role_1,,DIGITURNO
1,,8.818181818181818,,,10.0,11.0,[ 4  4 17  2  2  1  2  2  3  1  1],"['19', '177', '2', '167', '166', '309', '341', '171', '238', '163', '329']",Role 2,,Role_2,,TRIAGE
2,,10.909090909090908,,,12.0,11.0,[ 2  2  2  2  3  3  1  2  1  1 12],"['28', '338', '156', '286', '106', '23', '145', '3', '184', '188', 'NOT_SET']",Role 3,,Role_3,,INGRESOADMISION
3,,11.545454545454545,,,11.0,11.0,[60 54 85 39 44 38 42 68 68 52 35],"['264', '70', '49', '71', '16', '40', '53', '68', '76', '10', '81']",Role 4,,Role_4,,Folio
4,,0.0,,,9.0,1.0,[43  0  0  0  0  0  0  0  0  0  0],['NOT_SET'],Role 5,,Role_5,,ATENCIONCONSULTA
5,,0.0,,,1.0,1.0,[34  0  0  0  0  0  0  0  0  0  0],['NOT_SET'],Role 6,,Role_6,,HOSPITALIZACIONADMISION
6,,0.0,,,5.0,1.0,[39  0  0  0  0  0  0  0  0  0  0],['NOT_SET'],Role 7,,Role_7,,EGRESOADMISION
7,,11.363636363636363,,,2.0,11.0,[2 2 2 1 1 1 1 1 1 2 1],"['162', '187', '142', '27', '343', '176', '313', '305', '327', '245', '165']",Role 8,,Role_8,,SALIDAEGRESO
8,,0.0,,,3.0,1.0,[40  0  0  0  0  0  0  0  0  0  0],['NOT_SET'],Role 9,,Role_9,,SALIDAURGENCIAS
9,,0.0,,,4.0,1.0,[43  0  0  0  0  0  0  0  0  0  0],['NOT_SET'],Role 10,,Role_10,,FACTURACIONADMISION
10,,10.0,,,7.0,1.0,[1 0 0 0 0 0 0 0 0 0 0],['295'],Role 11,,Role_11,,ANULACIONADMISION
11,,0.0,,,8.0,1.0,[4 0 0 0 0 0 0 0 0 0 0],['NOT_SET'],Role 12,,Role_12,,MUERTEEGRESO
12,,8.0,,,0.0,1.0,[1 0 0 0 0 0 0 0 0 0 0],['342'],Role 13,,Role_13,,REGISTROINFURGENCIA
0,,0.0,0.0,20849.0,,,,NOT_SET,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,8.818181818181818,4.0,1171.0,,,,19,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,8.818181818181818,16.0,3455.0,,,,177,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,8.818181818181818,2.0,8181.0,,,,2,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
