,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,16.0,,,-1.0,1.0,[225   0   0   0   0   0   0   0   0   0   0   0],['ID4355'],Role 1,,Round Grinding
1,,14.25,,,21.0,4.0,[  1  17 234  25   0   0   0   0   0   0   0   0],"['ID4493', 'ID4291', 'ID4820', 'ID4491']",Role 2,,Packing
2,,11.2,,,6.0,5.0,[ 82 170   1 105 192   0   0   0   0   0   0   0],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4163']",Role 3,,Final Inspection Q.C.
3,,19.333333333333332,,,7.0,12.0,[178  80 166 127  21 116 165 119 111   6  91  77],"['ID4794', 'ID4132', 'ID4932', 'ID4429', 'ID4718', 'ID4167', 'ID4529', 'ID4641', 'ID0997', 'ID0937', 'ID3846', 'ID4219']",Role 4,,Turning & Milling
4,,16.666666666666668,,,9.0,9.0,[ 69 215   2 142   1  87   4   1   1   0   0   0],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4955', 'ID4163', 'ID0420', 'ID4167', 'ID4529']",Role 5,,Turning & Milling Q.C.
5,,15.0,,,8.0,2.0,[1 2 0 0 0 0 0 0 0 0 0 0],"['ID4932', 'ID3998']",Role 6,,Stress Relief
6,,19.083333333333332,,,17.0,12.0,[ 3  3  6  2 10 11  1  6 44  3 20 17],"['ID4794', 'ID4132', 'ID4932', 'ID4429', 'ID4641', 'ID4799', 'ID4442', 'ID4622', 'ID4219', 'ID4167', 'ID3846', 'ID0997']",Role 7,,Turning
7,,11.2,,,19.0,5.0,[ 4 20  1 29  1  0  0  0  0  0  0  0],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4163']",Role 8,,Turning Q.C.
8,,13.75,,,18.0,12.0,[ 11   7   2   9   2   1   1  60  11 143   1   1],"['ID4445', 'ID4355', 'ID4932', 'ID4718', 'ID4618', 'ID0937', 'ID4528', 'ID4882', 'ID4872', 'ID0998', 'ID0420', 'ID3846']",Role 9,,Laser Marking
