,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,28.5,,,15.0,2.0,[52 54],"['Anna Kaufmann', 'Tesca Lobes']",Role 1,,Role_1,,Create Purchase Requisition
1,,11.5,,,0.0,2.0,[125 133],"['Francis Odell', 'Maris Freeman']",Role 2,,Role_2,,Analyze Purchase Requisition
2,,11.5,,,19.0,2.0,[115  99],"['Francis Odell', 'Maris Freeman']",Role 3,,Role_3,,Create Request for Quotation
3,,21.5,,,3.0,2.0,[367 376],"['Francois de Perrier', 'Magdalena Predutta']",Role 4,,Role_4,,Analyze Request for Quotation
4,,19.0,,,17.0,2.0,[129 156],"['Magdalena Predutta', 'Karel de Groot']",Role 5,,Role_5,,Send Request for Quotation to Supplier
5,,19.0,,,7.0,2.0,[149 144],"['Magdalena Predutta', 'Karel de Groot']",Role 6,,Role_6,,Create Quotation comparison Map
6,,25.0,,,14.0,2.0,[34 37],"['Alberto Duport', 'Tesca Lobes']",Role 7,,Role_7,,Analyze Quotation Comparison Map
7,,22.5,,,13.0,2.0,[37 35],"['Fjodor Kowalski', 'Kim Passa']",Role 8,,Role_8,,Choose best option
8,,21.5,,,18.0,2.0,[144 144],"['Francois de Perrier', 'Magdalena Predutta']",Role 9,,Role_9,,Settle Conditions With Supplier
9,,19.0,,,12.0,2.0,[148 138],"['Magdalena Predutta', 'Karel de Groot']",Role 10,,Role_10,,Create Purchase Order
10,,10.5,,,9.0,2.0,[ 93 102],"['Carmen Finacse', 'Kiu Kan']",Role 11,,Role_11,,Confirm Purchase Order
11,,7.5,,,8.0,2.0,[85 90],"['Esmeralda Clay', 'Kiu Kan']",Role 12,,Role_12,,Deliver Goods Services
12,,22.0,,,5.0,2.0,[38 36],"['Immanuel Karagianni', 'Tesca Lobes']",Role 13,,Role_13,,Release Purchase Order
13,,19.0,,,20.0,2.0,[138 142],"['Magdalena Predutta', 'Karel de Groot']",Role 14,,Role_14,,Approve Purchase Order for payment
14,,10.5,,,2.0,2.0,[ 83 116],"['Carmen Finacse', 'Kiu Kan']",Role 15,,Role_15,,Send Invoice
15,,20.5,,,4.0,2.0,[201 202],"['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Role_16,,Release Supplier's Invoice
16,,20.5,,,1.0,2.0,[197 216],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Role_17,,Authorize Supplier's Invoice payment
17,,20.5,,,11.0,2.0,[197 216],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Role_18,,Pay Invoice
18,,16.5,,,16.0,2.0,[47 50],"['Miu Hanwan', 'Anne Olwada']",Role 19,,Role_19,,Amend Request for Quotation
19,,20.5,,,10.0,2.0,[47 33],"['Pedro Alvares', 'Karalda Nimwada']",Role 20,,Role_20,,Settle Dispute With Supplier
20,,14.0,,,6.0,2.0,[2 2],"['Miu Hanwan', 'Kim Passa']",Role 21,,Role_21,,Amend Purchase Requisition
0,,28.5,29.0,151680.0,,,,Anna Kaufmann,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,28.5,28.0,162300.0,,,,Tesca Lobes,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,11.5,16.0,78360.0,,,,Francis Odell,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,11.5,7.0,83580.0,,,,Maris Freeman,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,11.5,16.0,78360.0,,,,Francis Odell,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,11.5,7.0,83580.0,,,,Maris Freeman,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,21.5,29.0,7418700.0,,,,Francois de Perrier,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,21.5,14.0,7433280.0,,,,Magdalena Predutta,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,19.0,14.0,7433280.0,,,,Magdalena Predutta,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,19.0,24.0,6787620.0,,,,Karel de Groot,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,19.0,14.0,7433280.0,,,,Magdalena Predutta,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,19.0,24.0,6787620.0,,,,Karel de Groot,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,25.0,22.0,149040.0,,,,Alberto Duport,Role 7,Role_7,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,25.0,28.0,162300.0,,,,Tesca Lobes,Role 7,Role_7,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,22.5,24.0,152220.0,,,,Fjodor Kowalski,Role 8,Role_8,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,22.5,21.0,150540.0,,,,Kim Passa,Role 8,Role_8,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
