,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,26.75,,,18.0,4.0,[52 54 46 50],"['Anna Kaufmann', 'Tesca Lobes', 'Anne Olwada', 'Christian Francois']",Role 1,,Create Purchase Requisition
1,,14.75,,,14.0,4.0,[ 93  99  23 115],"['Heinz Gutschmidt', 'Maris Freeman', 'Esmana Liubiata', 'Francis Odell']",Role 2,,Create Request for Quotation
2,,22.333333333333332,,,10.0,3.0,[367 364 376   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 3,,Analyze Request for Quotation
3,,13.666666666666666,,,13.0,3.0,[133 125 124   0],"['Maris Freeman', 'Francis Odell', 'Heinz Gutschmidt']",Role 4,,Analyze Purchase Requisition
4,,17.75,,,9.0,4.0,[40 43 47 50],"['Alberto Duport', 'Immanuel Karagianni', 'Miu Hanwan', 'Anne Olwada']",Role 5,,Amend Request for Quotation
5,,22.333333333333332,,,12.0,3.0,[128 156 129   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 6,,Send Request for Quotation to Supplier
6,,22.333333333333332,,,2.0,3.0,[120 144 149   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 7,,Create Quotation comparison Map
7,,17.5,,,15.0,4.0,[33 37 32 34],"['Nico Ojenbeer', 'Tesca Lobes', 'Clement Duchot', 'Alberto Duport']",Role 8,,Analyze Quotation Comparison Map
8,,17.75,,,0.0,4.0,[37 35 35 35],"['Fjodor Kowalski', 'Penn Osterwalder', 'Kim Passa', 'Immanuel Karagianni']",Role 9,,Choose best option
9,,22.333333333333332,,,11.0,3.0,[144 125 144   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 10,,Settle Conditions With Supplier
10,,22.333333333333332,,,20.0,3.0,[127 138 148   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 11,,Create Purchase Order
11,,13.5,,,7.0,4.0,[102  74  79  93],"['Kiu Kan', 'Sean Manney', 'Karen Clarens', 'Carmen Finacse']",Role 12,,Confirm Purchase Order
12,,14.0,,,3.0,4.0,[90 85 81 83],"['Kiu Kan', 'Esmeralda Clay', 'Sean Manney', 'Carmen Finacse']",Role 13,,Deliver Goods Services
13,,18.25,,,1.0,4.0,[34 35 36 38],"['Nico Ojenbeer', 'Elvira Lores', 'Tesca Lobes', 'Immanuel Karagianni']",Role 14,,Release Purchase Order
14,,22.333333333333332,,,16.0,3.0,[133 142 138   0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 15,,Approve Purchase Order for payment
15,,10.25,,,4.0,4.0,[116  80  71  83],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse']",Role 16,,Send Invoice
16,,20.5,,,8.0,2.0,[201 202   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Release Supplier's Invoice
17,,20.5,,,6.0,2.0,[197 216   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Authorize Supplier's Invoice payment
18,,20.5,,,19.0,2.0,[197 216   0   0],"['Karalda Nimwada', 'Pedro Alvares']",Role 19,,Pay Invoice
19,,23.5,,,5.0,4.0,[14  7 47 33],"['Francois de Perrier', 'Karel de Groot', 'Pedro Alvares', 'Karalda Nimwada']",Role 20,,Settle Dispute With Supplier
20,,13.5,,,17.0,4.0,[2 1 2 2],"['Kim Passa', 'Penn Osterwalder', 'Immanuel Karagianni', 'Miu Hanwan']",Role 21,,Amend Purchase Requisition
0,,26.75,29.0,151680.0,,,,Anna Kaufmann,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,26.75,28.0,162300.0,,,,Tesca Lobes,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,26.75,26.0,163560.0,,,,Anne Olwada,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,26.75,24.0,161280.0,,,,Christian Francois,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,14.75,18.0,81720.0,,,,Heinz Gutschmidt,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,14.75,7.0,83580.0,,,,Maris Freeman,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,14.75,18.0,157800.0,,,,Esmana Liubiata,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,14.75,16.0,78360.0,,,,Francis Odell,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,13.666666666666666,7.0,83580.0,,,,Maris Freeman,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,13.666666666666666,16.0,78360.0,,,,Francis Odell,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,13.666666666666666,18.0,81720.0,,,,Heinz Gutschmidt,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,17.75,22.0,149040.0,,,,Alberto Duport,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,17.75,16.0,128520.0,,,,Immanuel Karagianni,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
16,,17.75,7.0,157140.0,,,,Miu Hanwan,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
17,,17.75,26.0,163560.0,,,,Anne Olwada,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
18,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 6,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
19,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 6,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
20,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 6,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
21,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 7,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
22,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 7,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
23,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 7,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
24,,17.5,18.0,136860.0,,,,Nico Ojenbeer,Role 8,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
25,,17.5,28.0,162300.0,,,,Tesca Lobes,Role 8,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
26,,17.5,2.0,146100.0,,,,Clement Duchot,Role 8,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
27,,17.5,22.0,149040.0,,,,Alberto Duport,Role 8,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
28,,17.75,24.0,152220.0,,,,Fjodor Kowalski,Role 9,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
29,,17.75,10.0,148500.0,,,,Penn Osterwalder,Role 9,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
30,,17.75,21.0,150540.0,,,,Kim Passa,Role 9,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
31,,17.75,16.0,128520.0,,,,Immanuel Karagianni,Role 9,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
32,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 10,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
33,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 10,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
34,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 10,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
35,,22.333333333333332,29.0,7418700.0,,,,Francois de Perrier,Role 11,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
36,,22.333333333333332,24.0,6787620.0,,,,Karel de Groot,Role 11,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
37,,22.333333333333332,14.0,7433280.0,,,,Magdalena Predutta,Role 11,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
38,,13.5,4.0,8587380.0,,,,Kiu Kan,Role 12,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
39,,13.5,24.0,7389540.0,,,,Sean Manney,Role 12,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
40,,13.5,9.0,6339480.0,,,,Karen Clarens,Role 12,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
41,,13.5,17.0,7959180.0,,,,Carmen Finacse,Role 12,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
42,,14.0,4.0,8587380.0,,,,Kiu Kan,Role 13,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
43,,14.0,11.0,7829460.0,,,,Esmeralda Clay,Role 13,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
44,,14.0,24.0,7389540.0,,,,Sean Manney,Role 13,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
45,,14.0,17.0,7959180.0,,,,Carmen Finacse,Role 13,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
46,,18.25,18.0,136860.0,,,,Nico Ojenbeer,Role 14,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
47,,18.25,11.0,141120.0,,,,Elvira Lores,Role 14,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
48,,18.25,28.0,162300.0,,,,Tesca Lobes,Role 14,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
49,,18.25,16.0,128520.0,,,,Immanuel Karagianni,Role 14,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
