,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,14.0,,,-1.0,1.0,[225   0   0   0   0   0   0   0],['ID4718'],Role 1,,Round Grinding
1,,15.25,,,19.0,8.0,[  2   1 142   1  69   4 215  87],"['ID0937', 'ID4167', 'ID4287', 'ID4955', 'ID4493', 'ID0420', 'ID4618', 'ID4163']",Role 2,,Turning & Milling Q.C.
2,,22.875,,,18.0,8.0,[ 91 116 127 178 166 165 119 111],"['ID3846', 'ID4167', 'ID4429', 'ID4794', 'ID4932', 'ID4529', 'ID4641', 'ID0997']",Role 3,,Turning & Milling
3,,14.375,,,17.0,8.0,[ 11  11   7  60   2   2 143   9],"['ID4445', 'ID4872', 'ID4355', 'ID4882', 'ID4932', 'ID4618', 'ID0998', 'ID4718']",Role 4,,Laser Marking
4,,12.25,,,0.0,8.0,[  3   9   3   6 185 148   2  10],"['ID4718', 'ID4872', 'ID4355', 'ID0420', 'ID0998', 'ID4882', 'ID4445', 'ID4528']",Role 5,,Lapping
5,,11.2,,,21.0,5.0,[  1 105  82 170 192   0   0   0],"['ID0937', 'ID4287', 'ID4493', 'ID4618', 'ID4163']",Role 6,,Final Inspection Q.C.
6,,14.25,,,13.0,4.0,[  1  25  17 234   0   0   0   0],"['ID4493', 'ID4491', 'ID4291', 'ID4820']",Role 7,,Packing
7,,17.0,,,16.0,7.0,[ 1  2  2 58  4  3 44  0],"['ID3716', 'ID0420', 'ID4618', 'ID0998', 'ID4528', 'ID4872', 'ID4882']",Role 8,,Flat Grinding
8,,14.125,,,23.0,8.0,[160 145  22 115 115  18  80  80],"['ID4385', 'ID4445', 'ID4287', 'ID4528', 'ID4355', 'ID4163', 'ID0420', 'ID4872']",Role 9,,Round Grinding
9,,14.833333333333334,,,4.0,6.0,[ 3  1  2 42 39 10  0  0],"['ID4355', 'ID0998', 'ID4385', 'ID4528', 'ID4872', 'ID4882']",Role 10,,Grinding Rework
10,,18.25,,,12.0,8.0,[10  6 44  3 17  6 11 20],"['ID4641', 'ID4932', 'ID4219', 'ID4132', 'ID0997', 'ID4622', 'ID4799', 'ID3846']",Role 11,,Turning
11,,11.2,,,2.0,5.0,[ 1 29  4 20  1  0  0  0],"['ID0937', 'ID4287', 'ID4493', 'ID4618', 'ID4163']",Role 12,,Turning Q.C.
12,,15.0,,,6.0,2.0,[2 1 0 0 0 0 0 0],"['ID3998', 'ID4932']",Role 13,,Stress Relief
