,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,0.0,,,12.0,1.0,[81  0  0  0  0  0  0],['NOT_SET'],Role 1,,Role_1,,DIGITURNO
1,,11.0,,,1.0,7.0,[2 1 1 1 1 1 1],"['2', '271', '600', '330', '250', '392', '404']",Role 2,,Role_2,,TRIAGE
2,,10.285714285714286,,,2.0,7.0,[2 1 1 1 1 1 1],"['3', '457', '489', '83', '326', '523', '389']",Role 3,,Role_3,,INGRESOADMISION
3,,13.857142857142858,,,5.0,7.0,[ 66 128  67 108 131  75  66],"['20', '27', '451', '16', '23', '203', '29']",Role 4,,Role_4,,Folio
4,,0.0,,,10.0,1.0,[104   0   0   0   0   0   0],['NOT_SET'],Role 5,,Role_5,,ATENCIONCONSULTA
5,,0.0,,,7.0,1.0,[20  0  0  0  0  0  0],['NOT_SET'],Role 6,,Role_6,,MUERTEEGRESO
6,,0.0,,,4.0,1.0,[90  0  0  0  0  0  0],['NOT_SET'],Role 7,,Role_7,,EGRESOADMISION
7,,13.714285714285714,,,3.0,7.0,[3 3 3 3 4 3 3],"['516', '332', '242', '224', '69', '270', '81']",Role 8,,Role_8,,SALIDAEGRESO
8,,0.0,,,11.0,1.0,[91  0  0  0  0  0  0],['NOT_SET'],Role 9,,Role_9,,SALIDAURGENCIAS
9,,0.0,,,9.0,1.0,[104   0   0   0   0   0   0],['NOT_SET'],Role 10,,Role_10,,FACTURACIONADMISION
10,,3.0,,,8.0,1.0,[4 0 0 0 0 0 0],['8'],Role 11,,Role_11,,REGISTROINFURGENCIA
11,,0.0,,,6.0,1.0,[79  0  0  0  0  0  0],['NOT_SET'],Role 12,,Role_12,,HOSPITALIZACIONADMISION
12,,5.0,,,0.0,1.0,[1 0 0 0 0 0 0],['476'],Role 13,,Role_13,,ANULACIONADMISION
