,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,16.0,,,-1.0,1.0,[225   0   0   0   0   0   0   0   0   0],['ID4355'],Role 1,,Round Grinding
1,,14.25,,,21.0,4.0,[  1  17 234  25   0   0   0   0   0   0],"['ID4493', 'ID4291', 'ID4820', 'ID4491']",Role 2,,Packing
2,,11.2,,,6.0,5.0,[ 82 170   1 105 192   0   0   0   0   0],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4163']",Role 3,,Final Inspection Q.C.
3,,21.5,,,7.0,10.0,[178  80 166 127 111  77 116 119 165  91],"['ID4794', 'ID4132', 'ID4932', 'ID4429', 'ID0997', 'ID4219', 'ID4167', 'ID4641', 'ID4529', 'ID3846']",Role 4,,Turning & Milling
4,,16.666666666666668,,,9.0,9.0,[ 69 215   2 142   1  87   4   1   1   0],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4955', 'ID4163', 'ID0420', 'ID4167', 'ID4529']",Role 5,,Turning & Milling Q.C.
5,,15.0,,,8.0,2.0,[1 2 0 0 0 0 0 0 0 0],"['ID4932', 'ID3998']",Role 6,,Stress Relief
6,,19.6,,,17.0,10.0,[ 3  3  6 11 10 20 17  6 44  3],"['ID4794', 'ID4132', 'ID4932', 'ID4799', 'ID4641', 'ID3846', 'ID0997', 'ID4622', 'ID4219', 'ID4167']",Role 7,,Turning
7,,11.2,,,19.0,5.0,[ 4 20  1 29  1  0  0  0  0  0],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4163']",Role 8,,Turning Q.C.
8,,12.6,,,18.0,10.0,[ 11   7   2   9   2   1   1  60  11 143],"['ID4445', 'ID4355', 'ID4932', 'ID4718', 'ID4618', 'ID0937', 'ID4528', 'ID4882', 'ID4872', 'ID0998']",Role 9,,Laser Marking
9,,11.4,,,1.0,10.0,[  3   2   3  10 148   9   1 185   6   2],"['ID4718', 'ID0937', 'ID4355', 'ID4528', 'ID4882', 'ID4872', 'ID4163', 'ID0998', 'ID0420', 'ID4445']",Role 10,,Lapping
10,,14.833333333333334,,,13.0,6.0,[ 2 42 10 39  1  3  0  0  0  0],"['ID4385', 'ID4528', 'ID4882', 'ID4872', 'ID0998', 'ID4355']",Role 11,,Grinding Rework
11,,14.8,,,23.0,10.0,[160   7  18  17 115  80 145  22 115  80],"['ID4385', 'ID4493', 'ID4163', 'ID4618', 'ID4355', 'ID0420', 'ID4445', 'ID4287', 'ID4528', 'ID4872']",Role 12,,Round Grinding
12,,10.0,,,4.0,7.0,[11  1  1 10  4  2  1  0  0  0],"['ID4162', 'ID0937', 'ID4287', 'ID4326', 'ID4873', 'ID4140', 'ID0997']",Role 13,,Milling
13,,17.0,,,22.0,7.0,[ 2  4 44  3 58  2  1  0  0  0],"['ID4618', 'ID4528', 'ID4882', 'ID4872', 'ID0998', 'ID0420', 'ID3716']",Role 14,,Flat Grinding
14,,5.0,,,0.0,1.0,[1 0 0 0 0 0 0 0 0 0],['ID4493'],Role 15,,Final Inspection
15,,16.0,,,10.0,1.0,[2 0 0 0 0 0 0 0 0 0],['ID3641'],Role 16,,Rework Milling
16,,12.25,,,16.0,4.0,[1 2 1 2 0 0 0 0 0 0],"['ID4528', 'ID4219', 'ID0997', 'ID4445']",Role 17,,Fix
17,,8.0,,,3.0,1.0,[3 0 0 0 0 0 0 0 0 0],['ID4442'],Role 18,,Turning Rework
18,,14.666666666666666,,,2.0,6.0,[ 9  5 12  1  1  7  0  0  0  0],"['ID4132', 'ID4932', 'ID4641', 'ID0937', 'ID4287', 'ID3846']",Role 19,,Turn & Mill. & Screw Assem
19,,8.0,,,12.0,1.0,[3 0 0 0 0 0 0 0 0 0],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,9.5,,,14.0,2.0,[1 1 0 0 0 0 0 0 0 0],"['ID4932', 'ID4219']",Role 21,,Setup
21,,13.333333333333334,,,5.0,3.0,[1 2 1 0 0 0 0 0 0 0],"['ID4493', 'ID4618', 'ID4287']",Role 22,,Nitration Q.C.
22,,15.5,,,11.0,2.0,[2 2 0 0 0 0 0 0 0 0],"['ID4890', 'ID4851']",Role 23,,Change Version
23,,5.0,,,20.0,1.0,[1 0 0 0 0 0 0 0 0 0],['ID4287'],Role 24,,Milling Q.C.
24,,5.0,,,15.0,1.0,[2 0 0 0 0 0 0 0 0 0],['ID4493'],Role 25,,Round  Q.C.
0,,16.0,16.0,1480020.0,,,,ID4355,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,14.25,5.0,1221780.0,,,,ID4493,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,14.25,22.0,61200.0,,,,ID4291,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,14.25,2.0,842400.0,,,,ID4820,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,14.25,28.0,90000.0,,,,ID4491,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
