,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,16.0,,,-1.0,1.0,[225   0],['ID4355'],Role 1,,Round Grinding
1,,15.0,,,21.0,2.0,[234  25],"['ID4820', 'ID4491']",Role 2,,Packing
2,,21.5,,,6.0,2.0,[192 170],"['ID4163', 'ID4618']",Role 3,,Final Inspection Q.C.
3,,14.0,,,7.0,2.0,[178 166],"['ID4794', 'ID4932']",Role 4,,Turning & Milling
4,,17.5,,,9.0,2.0,[142 215],"['ID4287', 'ID4618']",Role 5,,Turning & Milling Q.C.
5,,15.0,,,8.0,2.0,[1 2],"['ID4932', 'ID3998']",Role 6,,Stress Relief
6,,18.5,,,17.0,2.0,[44 20],"['ID4219', 'ID3846']",Role 7,,Turning
7,,17.5,,,19.0,2.0,[29 20],"['ID4287', 'ID4618']",Role 8,,Turning Q.C.
8,,8.0,,,18.0,2.0,[ 60 143],"['ID4882', 'ID0998']",Role 9,,Laser Marking
9,,8.0,,,1.0,2.0,[148 185],"['ID4882', 'ID0998']",Role 10,,Lapping
10,,15.0,,,13.0,2.0,[39 42],"['ID4872', 'ID4528']",Role 11,,Grinding Rework
11,,18.0,,,23.0,2.0,[160 145],"['ID4385', 'ID4445']",Role 12,,Round Grinding
12,,6.0,,,4.0,2.0,[11 10],"['ID4162', 'ID4326']",Role 13,,Milling
13,,8.0,,,22.0,2.0,[44 58],"['ID4882', 'ID0998']",Role 14,,Flat Grinding
14,,5.0,,,0.0,1.0,[1 0],['ID4493'],Role 15,,Final Inspection
15,,16.0,,,10.0,1.0,[2 0],['ID3641'],Role 16,,Rework Milling
16,,10.0,,,16.0,2.0,[2 2],"['ID4445', 'ID4219']",Role 17,,Fix
17,,8.0,,,3.0,1.0,[3 0],['ID4442'],Role 18,,Turning Rework
18,,23.0,,,2.0,2.0,[ 9 12],"['ID4132', 'ID4641']",Role 19,,Turn & Mill. & Screw Assem
19,,8.0,,,12.0,1.0,[3 0],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,9.5,,,14.0,2.0,[1 1],"['ID4932', 'ID4219']",Role 21,,Setup
21,,17.5,,,5.0,2.0,[1 2],"['ID4493', 'ID4618']",Role 22,,Nitration Q.C.
22,,15.5,,,11.0,2.0,[2 2],"['ID4890', 'ID4851']",Role 23,,Change Version
23,,5.0,,,20.0,1.0,[1 0],['ID4287'],Role 24,,Milling Q.C.
24,,5.0,,,15.0,1.0,[2 0],['ID4493'],Role 25,,Round  Q.C.
0,,16.0,16.0,1480020.0,,,,ID4355,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,15.0,2.0,842400.0,,,,ID4820,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
