,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,19.7,,,4.0,10.0,[ 5  7  7  9  5  6  8  8  7 11],"['Fjodor Kowalski', 'Penn Osterwalder', 'Anne Olwada', 'Christian Francois', 'Tesca Lobes', 'Clement Duchot', 'Anna Kaufmann', 'Elvira Lores', 'Alberto Duport', 'Kim Passa']",Role 1,,Create Purchase Requisition
1,,13.666666666666666,,,13.0,3.0,[32 28 28  0  0  0  0  0  0  0],"['Maris Freeman', 'Francis Odell', 'Heinz Gutschmidt']",Role 2,,Analyze Purchase Requisition
2,,13.666666666666666,,,15.0,3.0,[27 33 28  0  0  0  0  0  0  0],"['Maris Freeman', 'Francis Odell', 'Heinz Gutschmidt']",Role 3,,Create Request for Quotation
3,,22.333333333333332,,,6.0,3.0,[27 30 31  0  0  0  0  0  0  0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 4,,Analyze Request for Quotation
4,,22.333333333333332,,,11.0,3.0,[30 34 24  0  0  0  0  0  0  0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,[30 22 36  0  0  0  0  0  0  0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 6,,Create Quotation comparison Map
6,,20.7,,,17.0,10.0,[ 7  8  7  8 12  7  6  6  9  5],"['Nico Ojenbeer', 'Penn Osterwalder', 'Anne Olwada', 'Christian Francois', 'Tesca Lobes', 'Esmana Liubiata', 'Anna Kaufmann', 'Elvira Lores', 'Alberto Duport', 'Kim Passa']",Role 7,,Analyze Quotation Comparison Map
7,,15.7,,,0.0,10.0,[7 6 6 7 6 7 9 6 8 6],"['Esmana Liubiata', 'Penn Osterwalder', 'Anne Olwada', 'Immanuel Karagianni', 'Miu Hanwan', 'Clement Duchot', 'Fjodor Kowalski', 'Elvira Lores', 'Alberto Duport', 'Kim Passa']",Role 8,,Choose best option
8,,22.333333333333332,,,8.0,3.0,[25 31 32  0  0  0  0  0  0  0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 9,,Settle Conditions With Supplier
9,,22.333333333333332,,,16.0,3.0,[28 32 28  0  0  0  0  0  0  0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 10,,Create Purchase Order
10,,13.0,,,5.0,5.0,[24 11 16 21 16  0  0  0  0  0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse', 'Sean Manney']",Role 11,,Confirm Purchase Order
11,,13.0,,,9.0,5.0,[20 20 19 13 16  0  0  0  0  0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse', 'Sean Manney']",Role 12,,Deliver Goods Services
12,,17.1,,,1.0,10.0,[ 6  6  7 10 11  7  6  8  8  7],"['Nico Ojenbeer', 'Penn Osterwalder', 'Anne Olwada', 'Immanuel Karagianni', 'Miu Hanwan', 'Clement Duchot', 'Anna Kaufmann', 'Elvira Lores', 'Fjodor Kowalski', 'Tesca Lobes']",Role 13,,Release Purchase Order
13,,22.333333333333332,,,2.0,3.0,[28 33 27  0  0  0  0  0  0  0],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 14,,Approve Purchase Order for payment
14,,13.0,,,12.0,5.0,[24 19 15 14 16  0  0  0  0  0],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens', 'Carmen Finacse', 'Sean Manney']",Role 15,,Send Invoice
