,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,30.0,,,-1.0,1.0,[225   0],['ID4618'],Role 1,,Role_1,,Turning Rework
1,,14.0,,,4.0,2.0,[178 166],"['ID4794', 'ID4932']",Role 2,,Role_2,,Turning & Milling
2,,17.5,,,9.0,2.0,[20 29],"['ID4618', 'ID4287']",Role 3,,Role_3,,Turning Q.C.
3,,8.0,,,3.0,2.0,[143  60],"['ID0998', 'ID4882']",Role 4,,Role_4,,Laser Marking
4,,21.5,,,10.0,2.0,[192 170],"['ID4163', 'ID4618']",Role 5,,Role_5,,Final Inspection Q.C.
5,,15.0,,,11.0,2.0,[234  25],"['ID4820', 'ID4491']",Role 6,,Role_6,,Packing
6,,18.0,,,12.0,2.0,[160 145],"['ID4385', 'ID4445']",Role 7,,Role_7,,Round Grinding
7,,17.5,,,21.0,2.0,[215 142],"['ID4618', 'ID4287']",Role 8,,Role_8,,Turning & Milling Q.C.
8,,8.0,,,5.0,2.0,[148 185],"['ID4882', 'ID0998']",Role 9,,Role_9,,Lapping
9,,8.0,,,0.0,2.0,[44 58],"['ID4882', 'ID0998']",Role 10,,Role_10,,Flat Grinding
10,,15.0,,,2.0,2.0,[42 39],"['ID4528', 'ID4872']",Role 11,,Role_11,,Grinding Rework
11,,8.0,,,1.0,1.0,[3 0],['ID4932'],Role 12,,Role_12,,SETUP     Turning & Milling
12,,23.0,,,6.0,2.0,[ 9 12],"['ID4132', 'ID4641']",Role 13,,Role_13,,Turn & Mill. & Screw Assem
13,,8.0,,,23.0,1.0,[3 0],['ID4442'],Role 14,,Role_14,,Turning Rework
14,,6.0,,,8.0,2.0,[10 11],"['ID4326', 'ID4162']",Role 15,,Role_15,,Milling
15,,17.5,,,15.0,2.0,[2 1],"['ID4618', 'ID4493']",Role 16,,Role_16,,Nitration Q.C.
16,,18.5,,,14.0,2.0,[20 44],"['ID3846', 'ID4219']",Role 17,,Role_17,,Turning
17,,15.0,,,16.0,2.0,[1 2],"['ID4932', 'ID3998']",Role 18,,Role_18,,Stress Relief
18,,16.0,,,18.0,1.0,[2 0],['ID3641'],Role 19,,Role_19,,Rework Milling
19,,10.0,,,22.0,2.0,[2 2],"['ID4445', 'ID4219']",Role 20,,Role_20,,Fix
20,,9.5,,,13.0,2.0,[1 1],"['ID4932', 'ID4219']",Role 21,,Role_21,,Setup
21,,15.5,,,19.0,2.0,[2 2],"['ID4890', 'ID4851']",Role 22,,Role_22,,Change Version
22,,5.0,,,20.0,1.0,[1 0],['ID4493'],Role 23,,Role_23,,Final Inspection
23,,5.0,,,7.0,1.0,[2 0],['ID4493'],Role 24,,Role_24,,Round  Q.C.
24,,5.0,,,17.0,1.0,[1 0],['ID4287'],Role 25,,Role_25,,Milling Q.C.
0,,30.0,30.0,2404920.0,,,,ID4618,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,14.0,20.0,3986940.0,,,,ID4794,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,14.0,8.0,3777240.0,,,,ID4932,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,17.5,30.0,2404920.0,,,,ID4618,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,17.5,5.0,1973040.0,,,,ID4287,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,8.0,7.0,2144400.0,,,,ID0998,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,8.0,9.0,1228920.0,,,,ID4882,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,21.5,13.0,1813920.0,,,,ID4163,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,21.5,30.0,2404920.0,,,,ID4618,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,15.0,2.0,842400.0,,,,ID4820,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,15.0,28.0,90000.0,,,,ID4491,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,18.0,27.0,1905420.0,,,,ID4385,Role 7,Role_7,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
