,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,16.0,,,-1.0,1.0,[225   0   0   0   0],['ID4355'],Role 1,,Round Grinding
1,,14.25,,,21.0,4.0,[  1  17 234  25   0],"['ID4493', 'ID4291', 'ID4820', 'ID4491']",Role 2,,Packing
2,,11.2,,,6.0,5.0,[ 82 170   1 105 192],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4163']",Role 3,,Final Inspection Q.C.
3,,21.2,,,7.0,5.0,[178 165 166 127 119],"['ID4794', 'ID4529', 'ID4932', 'ID4429', 'ID4641']",Role 4,,Turning & Milling
4,,13.2,,,9.0,5.0,[ 69 215   4 142  87],"['ID4493', 'ID4618', 'ID0420', 'ID4287', 'ID4163']",Role 5,,Turning & Milling Q.C.
5,,15.0,,,8.0,2.0,[1 2 0 0 0],"['ID4932', 'ID3998']",Role 6,,Stress Relief
6,,20.2,,,17.0,5.0,[44 20 17 11 10],"['ID4219', 'ID3846', 'ID0997', 'ID4799', 'ID4641']",Role 7,,Turning
7,,11.2,,,19.0,5.0,[ 4 20  1 29  1],"['ID4493', 'ID4618', 'ID0937', 'ID4287', 'ID4163']",Role 8,,Turning Q.C.
8,,12.2,,,18.0,5.0,[ 60  11 143   9  11],"['ID4882', 'ID4872', 'ID0998', 'ID4718', 'ID4445']",Role 9,,Laser Marking
9,,11.8,,,1.0,5.0,[  6 185   9  10 148],"['ID0420', 'ID0998', 'ID4872', 'ID4528', 'ID4882']",Role 10,,Lapping
10,,16.4,,,13.0,5.0,[ 2 42 10 39  3],"['ID4385', 'ID4528', 'ID4882', 'ID4872', 'ID4355']",Role 11,,Grinding Rework
11,,14.6,,,23.0,5.0,[160 115 145  80 115],"['ID4385', 'ID4355', 'ID4445', 'ID0420', 'ID4528']",Role 12,,Round Grinding
12,,9.2,,,4.0,5.0,[11  2  1 10  4],"['ID4162', 'ID4140', 'ID4287', 'ID4326', 'ID4873']",Role 13,,Milling
13,,15.2,,,22.0,5.0,[ 2  4 44  3 58],"['ID4618', 'ID4528', 'ID4882', 'ID4872', 'ID0998']",Role 14,,Flat Grinding
14,,5.0,,,0.0,1.0,[1 0 0 0 0],['ID4493'],Role 15,,Final Inspection
15,,16.0,,,10.0,1.0,[2 0 0 0 0],['ID3641'],Role 16,,Rework Milling
16,,12.25,,,16.0,4.0,[1 2 1 2 0],"['ID4528', 'ID4219', 'ID0997', 'ID4445']",Role 17,,Fix
17,,8.0,,,3.0,1.0,[3 0 0 0 0],['ID4442'],Role 18,,Turning Rework
18,,17.0,,,2.0,5.0,[ 9  5 12  7  1],"['ID4132', 'ID4932', 'ID4641', 'ID3846', 'ID4287']",Role 19,,Turn & Mill. & Screw Assem
19,,8.0,,,12.0,1.0,[3 0 0 0 0],['ID4932'],Role 20,,SETUP     Turning & Milling
20,,9.5,,,14.0,2.0,[1 1 0 0 0],"['ID4932', 'ID4219']",Role 21,,Setup
21,,13.333333333333334,,,5.0,3.0,[1 2 1 0 0],"['ID4493', 'ID4618', 'ID4287']",Role 22,,Nitration Q.C.
22,,15.5,,,11.0,2.0,[2 2 0 0 0],"['ID4890', 'ID4851']",Role 23,,Change Version
23,,5.0,,,20.0,1.0,[1 0 0 0 0],['ID4287'],Role 24,,Milling Q.C.
24,,5.0,,,15.0,1.0,[2 0 0 0 0],['ID4493'],Role 25,,Round  Q.C.
0,,16.0,16.0,1480020.0,,,,ID4355,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,14.25,5.0,1221780.0,,,,ID4493,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,14.25,22.0,61200.0,,,,ID4291,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,14.25,2.0,842400.0,,,,ID4820,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,14.25,28.0,90000.0,,,,ID4491,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,11.2,5.0,1221780.0,,,,ID4493,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,11.2,30.0,2404920.0,,,,ID4618,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,11.2,3.0,115800.0,,,,ID0937,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,11.2,5.0,1973040.0,,,,ID4287,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,11.2,13.0,1813920.0,,,,ID4163,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,21.2,20.0,3986940.0,,,,ID4794,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,21.2,28.0,3420480.0,,,,ID4529,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,21.2,8.0,3777240.0,,,,ID4932,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,21.2,25.0,1860420.0,,,,ID4429,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,21.2,25.0,2712300.0,,,,ID4641,Role 4,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,13.2,5.0,1221780.0,,,,ID4493,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
16,,13.2,30.0,2404920.0,,,,ID4618,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
17,,13.2,13.0,1612440.0,,,,ID0420,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
18,,13.2,5.0,1973040.0,,,,ID4287,Role 5,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
