,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,22.5,,,4.0,2.0,[11  9],"['Kim Passa', 'Christian Francois']",Role 1,,Create Purchase Requisition
1,,11.5,,,13.0,2.0,[32 28],"['Maris Freeman', 'Francis Odell']",Role 2,,Analyze Purchase Requisition
2,,17.0,,,15.0,2.0,[28 33],"['Heinz Gutschmidt', 'Francis Odell']",Role 3,,Create Request for Quotation
3,,19.0,,,6.0,2.0,[31 30],"['Magdalena Predutta', 'Karel de Groot']",Role 4,,Analyze Request for Quotation
4,,26.5,,,11.0,2.0,[30 34],"['Francois de Perrier', 'Karel de Groot']",Role 5,,Send Request for Quotation to Supplier
5,,21.5,,,7.0,2.0,[30 36],"['Francois de Perrier', 'Magdalena Predutta']",Role 6,,Create Quotation comparison Map
6,,25.0,,,17.0,2.0,[ 9 12],"['Alberto Duport', 'Tesca Lobes']",Role 7,,Analyze Quotation Comparison Map
7,,23.0,,,0.0,2.0,[8 9],"['Alberto Duport', 'Fjodor Kowalski']",Role 8,,Choose best option
8,,19.0,,,8.0,2.0,[32 31],"['Magdalena Predutta', 'Karel de Groot']",Role 9,,Settle Conditions With Supplier
9,,26.5,,,16.0,2.0,[28 32],"['Francois de Perrier', 'Karel de Groot']",Role 10,,Create Purchase Order
10,,10.5,,,5.0,2.0,[24 21],"['Kiu Kan', 'Carmen Finacse']",Role 11,,Confirm Purchase Order
11,,7.5,,,9.0,2.0,[20 20],"['Kiu Kan', 'Esmeralda Clay']",Role 12,,Deliver Goods Services
12,,11.5,,,1.0,2.0,[11 10],"['Miu Hanwan', 'Immanuel Karagianni']",Role 13,,Release Purchase Order
13,,26.5,,,2.0,2.0,[28 33],"['Francois de Perrier', 'Karel de Groot']",Role 14,,Approve Purchase Order for payment
14,,7.5,,,12.0,2.0,[24 19],"['Kiu Kan', 'Esmeralda Clay']",Role 15,,Send Invoice
15,,20.5,,,10.0,2.0,[51 37],"['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Release Supplier's Invoice
16,,20.5,,,3.0,2.0,[50 38],"['Karalda Nimwada', 'Pedro Alvares']",Role 17,,Authorize Supplier's Invoice payment
17,,20.5,,,14.0,2.0,[40 48],"['Karalda Nimwada', 'Pedro Alvares']",Role 18,,Pay Invoice
0,,22.5,21.0,25260.0,,,,Kim Passa,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,22.5,24.0,27720.0,,,,Christian Francois,Role 1,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,11.5,7.0,14760.0,,,,Maris Freeman,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,11.5,16.0,20520.0,,,,Francis Odell,Role 2,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,17.0,18.0,14100.0,,,,Heinz Gutschmidt,Role 3,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
