,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,18.666666666666668,,,4.0,3.0,[ 9  8 11],"['Christian Francois', 'Elvira Lores', 'Kim Passa']",Role 1,,Create Purchase Requisition
1,,13.666666666666666,,,13.0,3.0,[32 28 28],"['Maris Freeman', 'Francis Odell', 'Heinz Gutschmidt']",Role 2,,Analyze Purchase Requisition
2,,13.666666666666666,,,15.0,3.0,[27 33 28],"['Maris Freeman', 'Francis Odell', 'Heinz Gutschmidt']",Role 3,,Create Request for Quotation
3,,22.333333333333332,,,6.0,3.0,[27 30 31],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 4,,Analyze Request for Quotation
4,,22.333333333333332,,,11.0,3.0,[30 34 24],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 5,,Send Request for Quotation to Supplier
5,,22.333333333333332,,,7.0,3.0,[30 22 36],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 6,,Create Quotation comparison Map
6,,24.666666666666668,,,17.0,3.0,[ 9 12  8],"['Alberto Duport', 'Tesca Lobes', 'Christian Francois']",Role 7,,Analyze Quotation Comparison Map
7,,16.0,,,0.0,3.0,[9 7 8],"['Fjodor Kowalski', 'Clement Duchot', 'Alberto Duport']",Role 8,,Choose best option
8,,22.333333333333332,,,8.0,3.0,[25 31 32],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 9,,Settle Conditions With Supplier
9,,22.333333333333332,,,16.0,3.0,[28 32 28],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 10,,Create Purchase Order
10,,10.0,,,5.0,3.0,[24 21 16],"['Kiu Kan', 'Carmen Finacse', 'Karen Clarens']",Role 11,,Confirm Purchase Order
11,,8.0,,,9.0,3.0,[20 20 19],"['Kiu Kan', 'Esmeralda Clay', 'Karen Clarens']",Role 12,,Deliver Goods Services
12,,11.333333333333334,,,1.0,3.0,[10 11  8],"['Immanuel Karagianni', 'Miu Hanwan', 'Elvira Lores']",Role 13,,Release Purchase Order
13,,22.333333333333332,,,2.0,3.0,[28 33 27],"['Francois de Perrier', 'Karel de Groot', 'Magdalena Predutta']",Role 14,,Approve Purchase Order for payment
14,,13.0,,,12.0,3.0,[24 19 16],"['Kiu Kan', 'Esmeralda Clay', 'Sean Manney']",Role 15,,Send Invoice
15,,20.5,,,10.0,2.0,[51 37  0],"['Karalda Nimwada', 'Pedro Alvares']",Role 16,,Release Supplier's Invoice
