,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,
0,,4.0,,,-1.0,1.0,[225   0   0   0   0   0   0   0   0   0   0   0   0   0   0],['ID3854'],Role 1,,Flat Grinding
1,,18.866666666666667,,,17.0,15.0,[166   6  91  80 116   3  77 178 127  21   1 111 119 165   1],"['ID4932', 'ID0937', 'ID3846', 'ID4132', 'ID4167', 'ID4618', 'ID4219', 'ID4794', 'ID4429', 'ID4718', 'ID4355', 'ID0997', 'ID4641', 'ID4529', 'ID4287']",Role 2,,Turning & Milling
2,,16.666666666666668,,,13.0,9.0,[  2 215  69  87   4   1 142   1   1   0   0   0   0   0   0],"['ID0937', 'ID4618', 'ID4493', 'ID4163', 'ID0420', 'ID4529', 'ID4287', 'ID4955', 'ID4167']",Role 3,,Turning & Milling Q.C.
3,,15.533333333333333,,,12.0,15.0,[  1   1  11   2   1   1   7   1 143   2   1  60  11   9   1],"['ID0937', 'ID3846', 'ID4872', 'ID4618', 'ID4794', 'ID0420', 'ID4355', 'ID0997', 'ID0998', 'ID4932', 'ID4528', 'ID4882', 'ID4445', 'ID4718', 'ID4385']",Role 4,,Laser Marking
4,,17.0,,,23.0,7.0,[ 3  2  1  2 58  4 44  0  0  0  0  0  0  0  0],"['ID4872', 'ID4618', 'ID3716', 'ID0420', 'ID0998', 'ID4528', 'ID4882']",Role 5,,Flat Grinding
5,,13.133333333333333,,,20.0,15.0,[  5   6  80  17   7  18  80 115   1  22   2 115 145 160   1],"['ID0937', 'ID4160', 'ID4872', 'ID4618', 'ID4493', 'ID4163', 'ID0420', 'ID4355', 'ID0998', 'ID4287', 'ID4109', 'ID4528', 'ID4445', 'ID4385', 'ID3854']",Role 6,,Round Grinding
6,,11.2,,,11.0,5.0,[  1 170  82 192 105   0   0   0   0   0   0   0   0   0   0],"['ID0937', 'ID4618', 'ID4493', 'ID4163', 'ID4287']",Role 7,,Final Inspection Q.C.
7,,14.25,,,9.0,4.0,[ 17   1  25 234   0   0   0   0   0   0   0   0   0   0   0],"['ID4291', 'ID4493', 'ID4491', 'ID4820']",Role 8,,Packing
8,,14.833333333333334,,,16.0,6.0,[39  3  1 42 10  2  0  0  0  0  0  0  0  0  0],"['ID4872', 'ID4355', 'ID0998', 'ID4528', 'ID4882', 'ID4385']",Role 9,,Grinding Rework
