,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,22.0,,,-1.0,1.0,[225],['ID4291'],Role 1,,Role_1,,Nitration Q.C.
1,,20.0,,,19.0,1.0,[178],['ID4794'],Role 2,,Role_2,,Turning & Milling
2,,30.0,,,17.0,1.0,[215],['ID4618'],Role 3,,Role_3,,Turning & Milling Q.C.
3,,30.0,,,23.0,1.0,[2],['ID4618'],Role 4,,Role_4,,Nitration Q.C.
4,,7.0,,,0.0,1.0,[185],['ID0998'],Role 5,,Role_5,,Lapping
5,,7.0,,,2.0,1.0,[143],['ID0998'],Role 6,,Role_6,,Laser Marking
6,,27.0,,,5.0,1.0,[160],['ID4385'],Role 7,,Role_7,,Round Grinding
7,,13.0,,,16.0,1.0,[192],['ID4163'],Role 8,,Role_8,,Final Inspection Q.C.
8,,2.0,,,13.0,1.0,[234],['ID4820'],Role 9,,Role_9,,Packing
9,,7.0,,,6.0,1.0,[58],['ID0998'],Role 10,,Role_10,,Flat Grinding
10,,11.0,,,11.0,1.0,[2],['ID4219'],Role 11,,Role_11,,Fix
11,,2.0,,,7.0,1.0,[11],['ID4162'],Role 12,,Role_12,,Milling
12,,8.0,,,9.0,1.0,[42],['ID4528'],Role 13,,Role_13,,Grinding Rework
13,,11.0,,,8.0,1.0,[44],['ID4219'],Role 14,,Role_14,,Turning
14,,5.0,,,4.0,1.0,[29],['ID4287'],Role 15,,Role_15,,Turning Q.C.
15,,22.0,,,18.0,1.0,[2],['ID3998'],Role 16,,Role_16,,Stress Relief
16,,21.0,,,10.0,1.0,[2],['ID4851'],Role 17,,Role_17,,Change Version
17,,8.0,,,20.0,1.0,[3],['ID4932'],Role 18,,Role_18,,SETUP     Turning & Milling
18,,8.0,,,12.0,1.0,[1],['ID4932'],Role 19,,Role_19,,Setup
19,,25.0,,,22.0,1.0,[12],['ID4641'],Role 20,,Role_20,,Turn & Mill. & Screw Assem
20,,8.0,,,14.0,1.0,[3],['ID4442'],Role 21,,Role_21,,Turning Rework
21,,16.0,,,3.0,1.0,[2],['ID3641'],Role 22,,Role_22,,Rework Milling
22,,5.0,,,21.0,1.0,[1],['ID4287'],Role 23,,Role_23,,Milling Q.C.
23,,5.0,,,15.0,1.0,[2],['ID4493'],Role 24,,Role_24,,Round  Q.C.
24,,5.0,,,1.0,1.0,[1],['ID4493'],Role 25,,Role_25,,Final Inspection
0,,22.0,22.0,61200.0,,,,ID4291,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,20.0,20.0,3986940.0,,,,ID4794,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,30.0,30.0,2404920.0,,,,ID4618,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,30.0,30.0,2404920.0,,,,ID4618,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,7.0,7.0,2144400.0,,,,ID0998,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,7.0,7.0,2144400.0,,,,ID0998,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,27.0,27.0,1905420.0,,,,ID4385,Role 7,Role_7,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,13.0,13.0,1813920.0,,,,ID4163,Role 8,Role_8,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,2.0,2.0,842400.0,,,,ID4820,Role 9,Role_9,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,7.0,7.0,2144400.0,,,,ID0998,Role 10,Role_10,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,11.0,11.0,1463160.0,,,,ID4219,Role 11,Role_11,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,2.0,2.0,164460.0,,,,ID4162,Role 12,Role_12,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,8.0,8.0,1985460.0,,,,ID4528,Role 13,Role_13,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,11.0,11.0,1463160.0,,,,ID4219,Role 14,Role_14,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,5.0,5.0,1973040.0,,,,ID4287,Role 15,Role_15,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,22.0,22.0,7200.0,,,,ID3998,Role 16,Role_16,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
16,,21.0,21.0,68880.0,,,,ID4851,Role 17,Role_17,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
17,,8.0,8.0,3777240.0,,,,ID4932,Role 18,Role_18,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
18,,8.0,8.0,3777240.0,,,,ID4932,Role 19,Role_19,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
19,,25.0,25.0,2712300.0,,,,ID4641,Role 20,Role_20,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
20,,8.0,8.0,43200.0,,,,ID4442,Role 21,Role_21,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
21,,16.0,16.0,12600.0,,,,ID3641,Role 22,Role_22,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
22,,5.0,5.0,1973040.0,,,,ID4287,Role 23,Role_23,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
23,,5.0,5.0,1221780.0,,,,ID4493,Role 24,Role_24,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
24,,5.0,5.0,1221780.0,,,,ID4493,Role 25,Role_25,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
